标的证券代码	标的证券简称	本日融资余额(元)	本日融资买入额(元)	本日融资偿还额(元)	本日融券余量	本日融券卖出量	本日融券偿还量
688360	德马科技	46322610	834250	1967197	58004	6900	52777
688363	华熙生物	473226735	32460166	31776753	238358	40223	43275
688365	光云科技	78128785	7328740	9142213	944965	4036	4300
688366	昊海生科	124593661	5938849	7992402	0	0	0
688368	晶丰明源	28755450	5177506	9664822	160297	10288	11986
688369	致远互联	73224390	6449174	4092616	142482	0	483
688377	迪威尔	40134845	553750	804114	237289	5100	5301
688378	奥来德	79320831	1080114	2507516	41124	0	0
688379	华光新材	33895362	1711618	2174371	126087	21242	7983
688386	泛亚微透	62827748	19864594	10463937	147252	58244	35971
688388	嘉元科技	134342367	17967284	23882452	329305	69613	68065
688389	普门科技	51007919	1237265	888767	652700	25182	3000
688390	固德威	87149054	8145088	9631303	81281	9086	10124
688393	安必平	56876572	3766635	2843743	149830	2808	0
688396	华润微	892042188	111316963	110425619	5302891	157714	205778
688398	赛特新材	73638847	4169371	10028109	335472	25412	14820
688399	硕世生物	188848074	20033912	15706372	466424	27701	44054
688408	中信博	91942868	10589219	7768796	951149	14424	12298
688418	震有科技	96549150	610589	1942710	663733	8836	10400
688466	金科环境	49136908	538398	2961936	319915	0	64400
688488	艾迪药业	93353057	763906	834520	265888	6166	22674
688500	慧辰资讯	62445209	1761928	1361651	242797	12401	9700
688505	复旦张江	98206207	2561074	2971576	1310951	0	233920
688508	芯朋微	142860265	15526059	17585686	26782	18800	16692
688513	苑东生物	91209591	2761561	3883622	144164	3000	0
688516	奥特维	57046246	5000692	4585385	323132	18447	23019
688518	联赢激光	70629700	556301	1146713	571568	0	0
688519	南亚新材	60976939	7368968	11602659	177434	46806	27066
688520	神州细胞	111621542	1538412	2152265	1610722	12068	26410
688521	芯原股份	254536925	3720072	13906386	1097465	33071	27849
688526	科前生物	199640124	14611175	9111147	320343	7700	9000
688528	秦川物联	50680972	345167	630749	367343	99300	9932
688529	豪森股份	77072260	6532856	6446420	228034	796	200
688536	思瑞浦	101386491	22953391	17877687	84008	17732	31376
688550	瑞联新材	77478637	7099243	4793703	34752	1500	1380
688551	科威尔	46536109	4154194	5976396	332172	0	0
688555	泽达易盛	45102565	1041717	407088	216181	46300	1188
688556	高测股份	54139759	450930	2832526	489691	34585	28254
688557	兰剑智能	41473001	7809687	9793614	602433	7147	26885
688558	国盛智科	56144207	1257066	2525791	331840	14492	10945
688559	海目星	107823804	16326518	14163736	439914	64111	46033
688561	奇安信	767197820	21645485	25042959	329702	50725	23874
688566	吉贝尔	76291229	666198	1413468	0	0	0
688567	孚能科技	301912085	12723564	17002372	5689088	162460	70297
688568	中科星图	190815652	4030734	4460002	163898	2800	44000
688569	铁科轨道	65041214	1494695	3928484	24000	0	0
688571	杭华股份	19048856	22431886	3383030	3324506	3324506	0
688577	浙海德曼	23125258	1311052	1832142	17351	3600	5800
688578	艾力斯	108505331	24668106	20457795	4933815	241238	264891
688579	山大地纬	26894514	651993	1862087	694353	101600	0
688580	伟思医疗	150057777	9626241	14241289	1936	0	0
688585	上纬新材	39720882	1248143	2177534	393821	12687	14547
688586	江航装备	181620029	8523250	13804532	1343758	73621	119600
688588	凌志软件	63960346	802538	1062954	667997	2103	25280
688589	力合微	68159164	3146978	1395845	184654	13134	13600
688590	新致软件	37614229	12742363	10218475	2734488	41214	233316
688595	芯海科技	96722443	10064982	18641294	224917	14900	13900
688596	正帆科技	62879055	1109211	2531746	465319	16859	10474
688598	金博股份	295605362	12541984	5832119	664995	37202	17766
688599	天合光能	374867254	87651040	91257083	1991547	399130	543776
688600	皖仪科技	38574612	149911	421294	153422	12400	3000
688777	中控技术	199507512	59281150	45987359	2172803	209564	115016
688788	科思科技	238911710	31929284	21977005	55298	3532	9559
688981	中芯国际	4017356578	224237275	259955233	59454261	1011933	540073
689009	九号公司	153448207	27576476	28645145	513148	85916	47302
