标的证券代码	标的证券简称	本日融资余额(元)	本日融资买入额(元)	本日融资偿还额(元)	本日融券余量	本日融券卖出量	本日融券偿还量
600839	四川长虹	1074648220	29230238	26753929	2197640	164600	302500
600845	宝信软件	262700869	16833247	20968870	183716	42700	1000
600846	同济科技	385853537	2746890	4274719	800	0	200
600848	上海临港	303532920	2675327	4240448	217770	19800	13800
600850	华东电脑	504372074	9318159	7596257	3200	2100	500
600851	海欣股份	256220273	954701	1259252	3000	0	0
600855	航天长峰	335764685	2958669	10569050	13218	1700	200
600859	王府井	1179066365	29535236	25951164	153638	18300	31400
600862	中航高科	341971042	21270930	30962839	543279	86600	65800
600863	内蒙华电	331110572	4710896	3475846	1151525	67500	114900
600864	哈投股份	517931995	33713855	34341856	323800	59900	50000
600867	通化东宝	1517750201	52448543	54391520	475500	197600	14300
600868	梅雁吉祥	358722388	4051318	3270562	178400	0	0
600869	智慧能源	192830848	2761763	3717452	291200	5100	23500
600871	石化油服	144856595	35403514	31031210	294500	34700	0
600872	中炬高新	458381043	57938644	46194242	89632	21000	6500
600873	梅花生物	945874873	31949231	89793536	178000	42200	1100
600874	创业环保	267959522	9111036	7975738	203400	8200	0
600875	东方电气	991341417	69595878	49843230	647271	10900	87500
600879	航天电子	1126402817	27088530	31913171	11595852	16200	54900
600880	博瑞传播	334725304	3415790	9385727	3700	0	0
600881	亚泰集团	582506538	3512789	6654299	876013	1000	69581
600884	杉杉股份	909470186	129032832	133912592	1227242	248100	152800
600885	宏发股份	139029730	7387336	14499111	282839	14300	21700
600886	国投电力	1038464040	24322429	17939228	12818592	45500	10500
600887	伊利股份	2143823453	153340599	138367467	17318661	1102400	295346
600888	新疆众和	269453475	12980645	27722565	82941	0	0
600893	航发动力	2443542534	137709013	163955310	2139497	111500	230862
600894	广日股份	279300897	9767069	11836669	3000	0	0
600895	张江高科	1047528871	11440437	16549554	567804	25200	15900
600897	厦门空港	105065923	9791885	4634078	2000	2000	0
600900	长江电力	2535657561	43166896	25017913	160138287	3410745	473700
600901	江苏租赁	648386393	8518619	8079170	352300	3300	17600
600903	贵州燃气	207717006	18632496	15433830	289208	13100	6000
600909	华安证券	1224924577	27770313	59767624	1768800	14600	63700
600917	重庆燃气	38951208	665514	2840009	21100	0	0
600918	中泰证券	796675235	126598783	145326627	55000	30000	0
600919	江苏银行	1512464419	0	12168128	26988394	0	0
600926	杭州银行	762015509	33933314	45579961	11223105	355770	39200
600928	西安银行	322073886	42239659	54340369	956000	388600	74533
600929	雪天盐业	166982884	1590655	3384328	30000	0	0
600936	广西广电	53478057	438615	1150139	5000	0	0
600958	东方证券	1870218880	49737694	81589454	29952475	156400	238500
600959	江苏有线	199733007	9507033	7610599	631790	23400	61550
600963	岳阳林纸	244645477	14531568	8430471	0	0	0
600965	福成股份	74053635	4915557	4724801	300	300	0
600966	博汇纸业	285008181	23912912	29920270	2000	0	0
600967	内蒙一机	788303365	16355284	15909361	320794	12600	70600
600968	海油发展	339151737	9886492	21888957	185900	92600	29000
600970	中材国际	1089537043	20975190	38237004	225120	0	1200
600971	恒源煤电	357422948	49996212	50719722	1742780	76680	0
600975	新五丰	283369931	9433399	9483006	15600	8900	100
600976	健民集团	293394345	3933423	2422001	0	0	0
600977	中国电影	405426529	19835978	17821903	62142	0	12900
600986	科达股份	341125093	8334482	9926843	9000	300	500
600987	航民股份	188451514	3709310	4675978	0	0	0
600988	赤峰黄金	1386679841	40877199	69161723	8500	0	0
600990	四创电子	415117623	7210539	9838830	43751	0	500
600993	马应龙	535428505	26811188	31109637	29200	0	33100
600996	贵广网络	106778579	3589645	4679630	828299	0	0
600997	开滦股份	174881148	16116952	23876747	1390523	32600	5000
600998	九州通	916406932	8761295	11881612	133931	0	89200
600999	招商证券	1947795812	52832927	67870298	2106851	126380	198740
601000	唐山港	302967276	11196287	8994346	1019832	2800	86200
601001	大同煤业	323201684	48899718	40059132	759100	15800	12100
601002	晋亿实业	269545090	3747006	7621220	37600	0	0
601003	柳钢股份	51229872	3297294	6980814	446600	12900	36200
601005	重庆钢铁	123858369	12240402	13001289	1830900	118700	171500
601006	大秦铁路	1450470628	22567709	50626100	2719842	267500	30021028
601008	连云港	75366169	8167080	8982476	80000	0	0
601009	南京银行	1412246278	44562524	22378960	2311486	700	20000
601010	文峰股份	86496325	1091536	4331336	0	0	0
601011	宝泰隆	269680425	45159761	50683386	386600	0	30400
601012	隆基股份	5449346569	415891776	465956519	3969016	234300	190700
601015	陕西黑猫	165474085	110503042	82244006	361000	0	0
601016	节能风电	318277753	5606519	18130121	892100	2100	32600
601018	宁波港	263476028	4687047	3884603	697400	100000	91100
601020	华钰矿业	325545023	19858706	17125179	0	0	0
601021	春秋航空	383985998	10305407	21180141	265240	35900	14100
601038	一拖股份	127662152	1249902	5615796	87900	4500	2000
601058	赛轮轮胎	281531827	40283635	16437806	32100	0	0
601066	中信建投	3052214409	358886855	342976918	2509259	1733401	431979
601069	西部黄金	246657197	3297291	10067827	0	0	0
601088	中国神华	1406717674	104158825	74737303	672375	70000	126500
601098	中南传媒	225853469	6608615	7491769	428313	6700	14700
601099	太平洋	2485330394	69400555	88152209	7452865	1059400	762000
601100	恒立液压	212713300	21590519	23714713	194640	29600	15300
601101	昊华能源	195340644	11375682	10668955	114700	21200	0
601106	中国一重	355643461	5198788	5318151	716400	35000	55700
601107	四川成渝	79422924	843130	1458440	5200	0	0
601108	财通证券	3712908607	87551912	120729683	10015902	217200	165600
601111	中国国航	775958861	42566557	42635268	1108939	396400	112600
601116	三江购物	92909513	2259327	1918961	10700	0	0
601117	中国化学	743466744	33553944	28283250	341801	14000	105100
601118	海南橡胶	958769940	18716519	16105539	515100	11700	35200
601126	四方股份	200100620	5174856	10283499	0	0	0
601127	小康股份	380626411	92896856	86084668	245917	32100	40000
601128	常熟银行	458292305	12995734	21692887	8521651	76100	55700
601137	博威合金	268542382	5454320	6894501	6142	3900	700
601138	工业富联	1360618593	35303410	29766832	524013	200	55500
601139	深圳燃气	180130785	5325576	10887764	400925	9200	140900
601155	新城控股	2291271240	19372815	35641453	1293370	20500	7600
601158	重庆水务	150678159	2082913	1335371	0	0	0
601162	天风证券	1723735345	84706523	131421498	4295259	420270	311700
601163	三角轮胎	254327302	10836537	12572819	5400	0	0
601166	兴业银行	10942533070	160378165	168459742	130047245	1085278	233894
601168	西部矿业	1477219616	178389017	194287686	4002149	8400	68200
601169	北京银行	2189626387	41424492	39100308	56422142	57400	249100
601179	中国西电	504852862	8904293	27011648	1769850	53800	51400
601186	中国铁建	2321599740	43625811	32454354	798387	120500	9000
601198	东兴证券	930061611	38599387	31555896	736068	83000	5100
601199	江南水务	96342850	1294984	1235497	0	0	0
601211	国泰君安	3580204341	92074440	87132673	73388425	416100	513400
601212	白银有色	328243063	15811669	27003292	102100	0	14500
601216	君正集团	838932882	31749395	34515220	2740540	126900	75600
601218	吉鑫科技	264485676	2488417	3906127	6000	0	0
601222	林洋能源	368475011	16446066	16411374	0	0	30000
601225	陕西煤业	1441912037	72644579	98378357	3324382	163300	9700
601228	广州港	121283877	6684955	7452144	705115	2200	38200
601229	上海银行	700510128	33394483	16290777	29548662	1002300	300
601231	环旭电子	650031970	100112036	94405637	399356	40610	32800
601233	桐昆股份	1308461512	95883701	145702815	3114500	157300	44300
601236	红塔证券	676912216	103992754	86108377	280393	55900	47200
601238	广汽集团	839540691	49682745	64621387	2407019	477130	285300
601288	农业银行	4235217809	115975896	124912208	64275000	1611000	2187200
601298	青岛港	161213298	3338652	4381900	27600	0	7500
601311	骆驼股份	473301128	33366136	33561327	41275	7900	1100
601318	中国平安	21212143739	847142183	682189329	28228508	348900	604300
601319	中国人保	1220174198	60379636	67919553	1546384	14500	55400
601326	秦港股份	99543296	975270	2267435	37100	0	0
601328	交通银行	3161578882	108817372	57771638	167235050	4975100	59400
601333	广深铁路	513533958	3066832	16282444	2058490	0	1360600
601336	新华保险	1532681873	51651068	78387496	649724	90300	90300
601339	百隆东方	100262562	3284750	10803490	10000	0	0
601360	三六零	1111862120	112067976	135142467	929881	205100	44900
601369	陕鼓动力	355644559	6467685	4393398	2600	0	0
601375	中原证券	549617874	10061051	17468011	10384086	0	138300
601377	兴业证券	3764058741	57795270	103202228	5088774	369600	583600
601388	怡球资源	327505098	22659118	18609378	200	0	0
601390	中国中铁	1499032407	38592857	53430126	1816970	680000	50300
601398	工商银行	3926165894	140913745	110948924	43907300	401300	3328900
601515	东风股份	256251096	5079641	3091900	2000	0	0
601519	大智慧	846569258	26798704	46034783	0	0	20000
601555	东吴证券	2385005595	38094248	47510500	12900350	86120	93600
601566	九牧王	172027804	6263459	7742998	6600	4000	500
601567	三星医疗	247185412	8529078	12911068	7000	4000	0
601577	长沙银行	612583340	20281967	26921799	355511	4600	32500
601588	北辰实业	193989594	4616736	6108739	300	300	0
601598	中国外运	260116399	15195848	29094570	314817	5600	290400
601600	中国铝业	1732546974	129655670	136094896	3437755	674600	633600
601601	中国太保	1774272431	115314388	83608253	2544644	259200	321100
601606	长城军工	236468681	6896292	7679007	96800	0	0
601607	上海医药	1122934559	24188260	24541147	934946	4000	1200
601608	中信重工	320695541	3359614	8042407	821556	4600	869200
601611	中国核建	325922663	20837158	24947221	296500	3600	21600
601615	明阳智能	774718757	89792599	77543553	786048	109900	329900
601618	中国中冶	930508993	18760610	16050449	2313100	1191200	60000
601628	中国人寿	1597730341	102227594	156522464	602822	93400	126400
601633	长城汽车	367100888	28323860	40276904	3884062	458200	966600
601636	旗滨集团	692867702	79228406	81248808	619613	92100	148100
601658	邮储银行	384036278	20679513	34091722	2549958	600700	577600
601666	平煤股份	373889753	8669346	11728957	3347580	55600	0
601668	中国建筑	5887102340	143602820	183947125	10814288	1791800	184500
601669	中国电建	1352683868	35089681	44078106	892900	12500	159300
601678	滨化股份	681386983	14131341	19684202	490572	2500	114700
601688	华泰证券	5458187509	161532636	127609669	22186765	290497	910500
601689	拓普集团	289301163	15002083	28729962	765088	37955	30200
601696	中银证券	803522584	52543105	70409767	67000	10000	0
601698	中国卫通	449948600	10529658	9267305	374656	32600	0
601699	潞安环能	572488770	50457136	54609433	690512	100300	66300
601700	风范股份	88267239	478852	571752	47400	0	0
601717	郑煤机	645728746	45426966	100238391	1472580	18700	54700
601718	际华集团	611682795	11693722	15791561	738700	20000	244600
601727	上海电气	934138702	75513487	40731525	30738610	339700	823400
601766	中国中车	2202268922	13910555	33920381	3141520	156900	0
601788	光大证券	3159659111	118091176	108592869	1630039	114600	379776
601789	宁波建工	261545454	4085865	3658084	0	0	0
601799	星宇股份	25075389	5944653	9881612	14800	1600	3873
601800	中国交建	1101206324	12596291	23827621	1125516	117900	0
601801	皖新传媒	281317150	5200789	7051270	350300	1600	11700
601808	中海油服	244103414	16445346	16192357	410643	22500	42900
601816	京沪高铁	609198824	9826844	14988280	356600	400	65300
601818	光大银行	1565825315	50486044	68689700	52842300	1417500	3389700
601828	美凯龙	123352403	4811178	7932988	174290	34000	5000
601838	成都银行	481891092	24017297	37163082	6408831	4479890	412100
601857	中国石油	1847368932	35846029	35772545	5488300	72300	5700
601858	中国科传	160710572	4005129	5654349	0	0	3800
601860	紫金银行	419037894	55340737	52756100	1637400	146200	204200
601865	福莱特	404049761	62074494	43248010	363586	11000	33200
601866	中远海发	720002925	24039459	34396631	2411400	17100	470000
601869	长飞光纤	133035832	1478159	3009673	84944	900	0
601872	招商轮船	879687899	13424623	30642485	466400	62000	0
601877	正泰电器	688126867	27257843	36221631	3181246	23800	59300
601878	浙商证券	2428962670	148066734	136191654	4701038	407300	760239
601880	大连港	195296598	5251679	4047533	853800	400	0
601881	中国银河	1720781336	56308876	78449377	1212757	39800	58200
601886	江河集团	387077208	8895383	16263936	0	0	0
601888	中国中免	2948889792	106635285	117462769	682275	15000	51200
601890	亚星锚链	139072265	53127742	55858104	170000	40000	40000
601898	中煤能源	425858481	10118452	14134586	398062	0	25200
601899	紫金矿业	2438642778	229021956	258062538	20044182	1841600	2164250
601900	南方传媒	102307040	2746153	1578974	0	0	0
601901	方正证券	1165386335	29746461	45025927	14848287	17300	165200
601908	京运通	550714530	117940470	134041310	145700	2700	75300
601918	新集能源	270685180	26526554	27605592	472318	50400	0
601919	中远海控	1574044213	156590573	229211484	3690462	407700	1046222
601928	凤凰传媒	223192687	1178173	5048232	280400	300	14700
601929	吉视传媒	310028683	5921529	7379372	1455500	334900	39500
601933	永辉超市	2025013315	75276901	62653833	5619706	54900	1186700
601939	建设银行	1504661862	106105723	70855182	24792919	732600	1365500
601949	中国出版	116365850	6178852	5804826	6500	0	12100
601952	苏垦农发	367410237	21888737	22187841	32500	0	0
601958	金钼股份	349578540	3830223	6767417	4364409	59600	23100
601965	中国汽研	175321345	26037862	30554001	28838	26838	9600
601966	玲珑轮胎	154580822	13709370	12582473	384602	18882	21800
601969	海南矿业	99820128	24283908	21253190	115200	400	0
601975	招商南油	425236243	11106911	18974140	715900	69400	70500
601985	中国核电	871028646	16709664	33857856	2194673	59600	9900
601988	中国银行	2335029751	128878728	137124461	36997600	98200	960000
601989	中国重工	2362729970	84533198	81872997	18922536	1272900	898300
601990	南京证券	1567149956	85505356	89808496	108582519	215700	20000
601991	大唐发电	385992263	2141997	4248057	160800	0	0
601992	金隅集团	778256284	6749371	15578369	703100	71600	25000
601996	丰林集团	240512691	2756404	3416522	5000	0	0
601997	贵阳银行	1468743480	37987683	50496503	101100	0	181800
601998	中信银行	752348766	20400792	18017398	460572	200	13300
601999	出版传媒	149384674	2641091	2779787	0	0	0
603000	人民网	862756199	6304222	15389499	366372	27800	11800
603001	奥康国际	155574841	1206451	3006821	1000	0	0
603005	晶方科技	981548062	65464893	69005122	213380	65680	17400
603012	创力集团	260617480	5283456	6823856	2700	0	0
603018	华设集团	177171698	1758071	3700244	0	0	0
603019	中科曙光	2745667462	189398397	134467067	1885565	13400	16600
603025	大豪科技	129838804	0	1763277	461154	0	0
603026	石大胜华	975520430	74404626	82316620	47700	22600	7800
603027	千禾味业	382732410	52930813	31050778	0	0	0
603032	德新交运	42254244	586782	1053227	14000	0	0
603042	华脉科技	186402897	7456890	6692148	0	0	0
603045	福达合金	177410871	3890276	3687692	900	0	0
603077	和邦生物	307714799	10252784	15301721	1628900	58400	108500
603083	剑桥科技	294528850	12005391	17421103	244240	30800	20000
603085	天成自控	103739388	1219086	1817529	22200	12800	8200
603108	润达医疗	341447155	6446755	4651388	40600	0	0
603113	金能科技	246985122	16155064	17398679	420600	0	16300
603118	共进股份	425908597	4648204	4925059	32200	0	0
603127	昭衍新药	244946954	10027965	14685492	6939	0	0
603128	华贸物流	262314596	26543134	21778881	25900	1100	2500
603156	养元饮品	228103512	21439287	12799812	73973	9900	8300
603160	汇顶科技	1805429165	54997032	43199338	116407	5900	7000
603167	渤海轮渡	269251640	11960449	27925332	153500	7000	0
603169	兰石重装	109466329	977556	1814678	32000	0	0
603195	公牛集团	403377591	45026560	45701955	0	0	0
603198	迎驾贡酒	446467747	156929922	149440287	3511533	16500	5000
603220	中贝通信	189169282	15928411	17193027	10000	5000	0
603228	景旺电子	374243582	9088015	12655075	339650	3700	11697
603233	大参林	181635782	18850505	20837265	110442	17800	13900
603259	药明康德	1545159231	96934975	100653054	710842	46300	27100
603260	合盛硅业	313106941	11334597	26388613	8000	2600	1000
603288	海天味业	430902654	43195074	49444404	628448	6000	1700
603299	苏盐井神	157209694	37541706	20519431	0	0	0
603318	派思股份	121711794	10079674	7117550	24500	0	0
603323	苏农银行	595200203	35877436	67135936	648100	0	126000
603328	依顿电子	257785873	1545849	4869412	239949	12700	0
603329	上海雅仕	88258998	2139270	5365664	15400	0	0
603338	浙江鼎力	122465929	7189997	5564779	165505	5200	1300
603345	安井食品	75976759	8806148	7742005	328511	62700	7300
603355	莱克电气	77029924	1577167	1728811	38900	200	61453
603363	傲农生物	251287262	7997754	5590215	9820	9100	500
603368	柳药股份	334901689	7191120	8624716	24000	0	0
603369	今世缘	469069815	57120304	74856148	700001	48526	599900
603377	东方时尚	222641553	1594264	1728493	213502	26000	100
603379	三美股份	141974995	7989655	6404714	2400	0	0
603387	基蛋生物	511462219	12309505	18581893	22000	2000	0
603393	新天然气	271921964	30635525	52160967	0	0	0
603399	吉翔股份	85761236	1534098	1559981	0	0	0
603444	吉比特	288803208	19921504	15674364	13181	0	100
603456	九洲药业	98336263	4479883	7283002	18000	0	0
603501	韦尔股份	1557033269	126201927	203374519	249898	33400	11600
603505	金石资源	218880801	23524016	17151598	9703	5700	2800
603508	思维列控	155270904	1049683	3024448	1632	1500	0
603515	欧普照明	67403101	4270540	5089665	739555	2400	176900
603517	绝味食品	112690051	4870108	4983545	108839	3400	1400
603559	中通国脉	233579622	20378546	13333343	32800	0	0
603567	珍宝岛	82900977	1766282	1344627	0	0	0
603568	伟明环保	171313499	2674928	6209198	340835	100	0
603588	高能环境	357097001	8068388	10731149	3000	0	0
603589	口子窖	379132668	71593787	79998309	6900	0	3700
603599	广信股份	408887070	58948603	49946395	35000	35000	0
603601	再升科技	318239199	17647737	17435418	10800	9700	0
603602	纵横通信	141781782	14174829	21139214	48250	0	32
603605	珀莱雅	216000586	17589017	11583978	7200	0	500
603606	东方电缆	574503930	41791858	39033768	309008	5900	9900
603609	禾丰牧业	203504423	7644663	15093961	4600	0	0
603618	杭电股份	112532333	3833646	4762769	0	0	0
603636	南威软件	399682251	10371278	14653097	1000	0	0
603638	艾迪精密	491255458	95246279	33314600	0	0	0
603658	安图生物	185542634	3008148	4513675	437401	4500	300
603659	璞泰来	417717899	50375122	31974388	388658	17200	30500
603660	苏州科达	309758134	2971756	7487065	52000	0	20000
603678	火炬电子	443490867	61494333	47305184	955632	19400	12700
603681	永冠新材	96435038	3363220	4608830	0	0	0
603688	石英股份	312912159	12438316	8066254	13700	0	0
603696	安记食品	144694509	12010923	14754803	25700	0	0
603698	航天工程	111771673	2058717	5408081	1000	0	0
603699	纽威股份	69423569	556173	1288643	0	0	0
603707	健友股份	305456780	8343252	3511775	40790	100	200
603708	家家悦	213980976	12085044	14830162	2070616	1959678	32700
603712	七一二	228410646	4333059	4494535	132631	4500	500
603718	海利生物	405887909	31053154	17727472	71500	900	600
603719	良品铺子	140825351	4740865	9993536	0	0	0
603737	三棵树	194561565	8208423	7156420	3400	1000	0
603766	隆鑫通用	287701489	12809841	18244579	126350	2400	34849
603776	永安行	237396462	6157686	6710408	14000	3000	0
603789	星光农机	79902100	1017658	1930037	0	0	0
603799	华友钴业	1593246796	167356024	240445671	1140818	301526	202470
603803	瑞斯康达	293774164	10020956	11251266	17800	0	0
603806	福斯特	161722423	23170228	27282348	43232	5100	5700
603816	顾家家居	82853948	2172406	3640533	43468	0	7600
603833	欧派家居	291712489	18639293	15583444	203440	6900	16655
603858	步长制药	805157976	24644789	39391673	224640	5500	21531
603866	桃李面包	69996412	3308765	7388810	148061	400	46300
603868	飞科电器	60736991	1564977	3266245	32289	2100	0
603881	数据港	396642857	14646321	16056661	30700	2000	0
603882	金域医学	313562127	18213953	25422098	86500	3700	1000
603883	老百姓	152454599	8293475	5606551	189961	100	200
603885	吉祥航空	230498874	7818805	7923554	292443	5700	60000
603888	新华网	309217581	7065310	12232941	80000	0	1000
603890	春秋电子	190990443	6080499	8373326	14520	0	0
603899	晨光文具	97888774	7446948	11314871	91736	1200	18400
603919	金徽酒	350861365	85065008	116494133	388780	10000	23100
603936	博敏电子	324834684	10495245	14495604	23000	3000	0
603939	益丰药房	101191485	15265804	6586113	143872	3800	43607
603959	百利科技	244026388	853521	5827682	3607462	0	900
603986	兆易创新	3215462971	375660215	254924558	230302	45700	49900
603989	艾华集团	120375616	3542453	7005271	29000	0	0
603993	洛阳钼业	1536044825	65799783	84375589	22188605	948400	1180000
688001	华兴源创	67988283	3283901	3317164	160829	0	0
688002	睿创微纳	297323306	46190827	39361324	1649251	35984	79178
688003	天准科技	124540945	4631502	6266433	1107894	18476	29499
688004	博汇科技	48906833	454701	2133472	164760	44400	37913
688005	容百科技	235606310	13620080	22187084	599374	56280	29490
688006	杭可科技	101970222	13470673	11525144	270996	21324	47248
688007	光峰科技	95442705	1321761	3554254	2552861	1977	3481
688008	澜起科技	429190318	53408194	95964420	0	0	0
688009	中国通号	444214567	9986664	16050190	39132648	200	1000
688010	福光股份	91155091	2874984	3898601	360728	6397	4727
688011	新光光电	140573716	5721683	4761741	127007	27429	14586
688012	中微公司	531244552	66052059	134959323	841430	70775	73360
688013	天臣医疗	27468120	443892	1815376	301390	0	0
688015	交控科技	94284860	4505781	2470935	1016477	11396	20292
688016	心脉医疗	175404128	6724992	5345781	492417	19413	19250
688017	绿的谐波	39564414	11885947	9392325	189575	33134	24714
688018	乐鑫科技	152597355	7921738	12903280	132114	13374	13751
688019	安集科技	185891396	34220520	29719703	104326	20427	17294
688020	方邦股份	174506951	7101895	5557795	115610	26000	7420
688021	奥福环保	64876516	991079	1633529	283871	3620	30200
688022	瀚川智能	70238394	4666704	2873600	273749	11085	86246
688023	安恒信息	229695840	8419530	6577068	142834	9285	10630
688025	杰普特	89289114	5246205	4734729	627089	7900	8228
688026	洁特生物	106031996	1231212	3878093	703109	3800	9300
688027	国盾量子	317120404	9478651	16808929	1123051	7515	6238
688028	沃尔德	73316290	1826102	1546379	109732	11694	109311
688029	南微医学	157458849	12148544	9581953	1056123	11937	4525
688030	山石网科	90351852	3165907	3227542	998710	9440	27316
688033	天宜上佳	116789942	4071735	4509295	1938300	200	60000
688036	传音控股	218140209	27593661	29603746	1965438	53236	79914
688037	芯源微	124380015	3245588	3700116	424698	25255	15137
688039	当虹科技	67115231	2150864	2665626	549554	10850	31744
688050	爱博医疗	252366562	4885678	5132810	95888	10662	24907
688051	佳华科技	121712001	1918235	5827428	89663	6941	3458
688055	龙腾光电	162132834	8908136	11686308	3345819	298905	47500
688056	莱伯泰科	43102745	1325060	2379736	265097	0	0
688057	金达莱	108975735	7904915	11826631	89845	32845	0
688058	宝兰德	46353031	3163714	2809814	61053	0	3323
688060	云涌科技	93253860	2795700	1433434	92904	597	0
688065	凯赛生物	217605229	3533863	7134505	118028	5400	9700
688066	航天宏图	128705181	6687976	7077159	294529	12787	19902
688068	热景生物	64589289	1288118	1223688	375785	0	4021
688069	德林海	47148959	2375345	5105549	68047	14800	2564
688077	大地熊	49946105	2710956	2578863	431689	44323	61740
688078	龙软科技	30320623	773939	702446	444329	8837	400
688080	映翰通	35531574	575981	1867338	32331	2662	3312
688081	兴图新科	36096831	1136207	2585961	211204	2367	1000
688085	三友医疗	70849071	3236567	2274664	923616	14032	16921
688086	紫晶存储	207767114	3772752	1463498	273746	13800	14840
688088	虹软科技	243357737	20484768	31677106	1471621	399546	79351
688089	嘉必优	118875524	4433809	4747466	380736	5700	622
688090	瑞松科技	67867761	1394685	1305194	143668	415	115
688093	世华科技	53842118	2661778	2528588	464950	2100	15311
688095	福昕软件	147725720	5660430	5414522	37008	2049	12611
688096	京源环保	35754040	1944106	1990278	354513	2753	0
688098	申联生物	47214148	788730	605096	549165	39148	13862
688099	晶晨股份	76804243	15183791	15367138	383578	28984	38739
688100	威胜信息	56241936	3537207	3687059	1609130	6358	7743
688101	三达膜	90410603	4601468	2556476	0	0	0
688106	金宏气体	321358538	11868003	19502199	407891	65907	66144
688108	赛诺医疗	123533233	2313186	3846559	1538750	35433	3899
688111	金山办公	756186135	41543264	62138054	1091398	21890	65608
688116	天奈科技	136278991	7676922	17669492	1513111	18165	85293
688118	普元信息	55257142	791806	1329723	337361	0	13000
688122	西部超导	168784807	41109278	44264129	1849300	0	22892
688123	聚辰股份	147126501	4476605	5035363	729940	48654	92293
688126	沪硅产业	751521302	60848161	72198516	18883574	689973	644500
688127	蓝特光学	62705382	7068749	60066073	573241	30794	28637
688128	中国电研	81399749	1127577	1509194	535051	4304	7600
688129	东来技术	38176294	1797808	1850033	462460	0	15000
688133	泰坦科技	41979838	6340555	6691710	534271	10565	36775
688135	利扬芯片	84950607	9482252	14254434	55964	52314	450
688138	清溢光电	88739979	9531182	2840169	643930	37640	34788
688139	海尔生物	185309005	16297714	8479664	2067748	62532	63383
688155	先惠技术	167964456	4352315	5182385	224746	35441	19238
688156	路德环境	25921926	1867426	1911405	21620	0	11000
688157	松井股份	100802506	5552948	4734943	221766	28672	5800
688158	优刻得	151837425	9805916	9688531	1412819	71985	130372
688159	有方科技	53931447	1272111	918369	317924	7837	3215
688160	步科股份	72594437	3732894	7336002	19450	0	0
688165	埃夫特	83728976	1280899	569754	663765	12900	65400
688166	博瑞医药	65878116	5721519	4662700	421768	8400	20126
688168	安博通	73751556	2011122	2662234	505690	3316	4085
688169	石头科技	257183669	67810443	21252335	246011	11280	1147
688177	百奥泰	154486113	1945445	4446396	494359	20108	11066
688178	万德斯	46030199	2760877	2300534	234451	0	646
688179	阿拉丁	43095411	3324237	4752582	0	0	0
688180	君实生物	334503597	6944284	8767228	1232444	40940	36154
688181	八亿时空	78490755	1721167	5964054	324975	34200	4000
688185	康希诺	400951503	78594129	89531575	351372	76146	39698
688186	广大特材	86566794	2547228	2055694	553197	19588	13584
688188	柏楚电子	65736289	14914987	11905464	510679	6828	10293
688189	南新制药	137408243	4528046	4190564	0	0	0
688196	卓越新能	165875778	16544646	8984804	319765	464	1300
688198	佰仁医疗	90523873	1457508	958693	103706	8896	5050
688199	久日新材	158730237	6758617	4978195	124552	10992	10682
688200	华峰测控	174333461	21580246	24086683	377507	22023	16311
688202	美迪西	108291367	6471762	5958661	184985	3600	2000
688208	道通科技	112873687	2596485	2242008	1176652	2347	3203
688215	瑞晟智能	25430616	510701	1982230	154485	0	0
688218	江苏北人	26891046	1946596	1034740	445853	59666	644703
688219	会通股份	60211445	6321194	12167850	1154742	16851	31194
688221	前沿生物	76383058	5740959	3064663	0	0	0
688222	成都先导	98455061	828832	2037406	1021905	520	5069
688228	开普云	51425900	414394	841257	0	0	0
688229	博睿数据	46519561	5907178	3633708	87865	15788	9791
688233	神工股份	105905573	4023178	5547129	306879	1900	200
688256	寒武纪	312181503	18271799	16038682	2436121	43007	45610
688258	卓易信息	121579976	3222703	5820515	156381	9549	6820
688266	泽璟制药	215394925	18218623	14927973	898979	48189	60374
688268	华特气体	152203966	5173620	3631068	206346	8300	12364
688277	天智航	112977567	1642649	2697405	307941	55955	60572
688278	特宝生物	51547225	1990513	2055585	0	0	0
688286	敏芯股份	205691652	11186106	15579821	139395	22511	19707
688288	鸿泉物联	69318987	4475817	3250249	567294	10100	4113
688289	圣湘生物	207787448	18827553	25295417	50000	0	0
688298	东方生物	375451190	46604791	39073742	369892	62237	117557
688299	长阳科技	114657860	7418111	6333337	535146	52264	56373
688300	联瑞新材	120081915	3742903	9273848	254545	1000	14287
688301	奕瑞科技	47156157	5614112	7342354	97825	10294	17000
688308	欧科亿	22237960	17998207	19073050	719363	47736	428510
688309	恒誉环保	52417755	830305	1117511	199033	4839	2265
688310	迈得医疗	44481787	518281	1251389	134449	1815	2597
688311	盟升电子	174457452	9774215	8411707	160254	24455	28595
688312	燕麦科技	56710878	884120	709891	139553	9399	1000
688313	仕佳光子	55600010	1680336	3218376	439916	63253	41658
688318	财富趋势	366369191	14212885	19636015	191592	24765	28087
688321	微芯生物	281471077	10374189	12053518	1272198	28105	122493
688330	宏力达	132215383	5322382	7766955	109142	8500	3800
688333	铂力特	205574351	8001024	16158236	1219600	20000	5000
688335	复洁环保	49972715	893712	1086415	73692	5200	3600
688336	三生国健	94644325	1854432	2753801	266796	17325	17418
688338	赛科希德	59373886	1435036	3490402	221041	8200	5579
688339	亿华通	172719118	12273390	14789737	781236	10400	19452
688356	键凯科技	33386550	839748	1788673	84396	8500	3690
688357	建龙微纳	72711425	5572647	2043411	394199	0	0
688358	祥生医疗	66545154	767518	363293	0	0	0
