标的证券代码	标的证券简称	本日融资余额(元)	本日融资买入额(元)	本日融资偿还额(元)	本日融券余量	本日融券卖出量	本日融券偿还量
600048	保利地产	3753842195	219355387	78083756	39778922	377700	133400
600050	中国联通	2868517747	58689224	24277719	5636400	7400	10000
600053	九鼎投资	172266863	3334065	2551415	71800	43400	0
600055	万东医疗	349680387	1936764	2361626	41000	0	0
600056	中国医药	640145745	12969682	15067497	454328	77200	500
600057	厦门象屿	405465197	8742764	8340524	145100	0	100
600058	五矿发展	249006897	5651862	5799190	383858	6400	800
600059	古越龙山	666997461	195131044	129200820	245300	123500	25800
600060	海信视像	836695730	16168774	22626946	880334	173000	149601
600061	国投资本	1509155999	47851935	52154986	1237351	77600	120800
600062	华润双鹤	393994587	9602636	9115153	524830	71066	0
600063	皖维高新	492702613	5481340	13642635	6000	0	0
600064	南京高科	628355552	15056835	15549988	854869	151900	500
600066	宇通客车	345008700	17976117	21864588	1498276	45900	182884
600067	冠城大通	272508319	3300896	5599894	500	0	0
600068	葛洲坝	1279047175	18094473	26552946	339900	85100	5000
600072	中船科技	396990655	36595584	32656503	34000	0	0
600073	上海梅林	626005753	40673963	31459757	554912	124700	9600
600075	新疆天业	190475267	8598222	9404391	33900	20200	0
600076	康欣新材	156214789	11254719	9403837	5000	0	88000
600077	宋都股份	263574139	1493269	1101694	1200	100	0
600078	澄星股份	278042184	1617017	3233785	2300	0	0
600079	人福医药	1071978532	13648088	17536361	496303	168848	32600
600081	东风科技	167976083	53078820	49357444	0	0	0
600085	同仁堂	1355249014	67827370	74111055	296715	9100	44000
600088	中视传媒	203665788	10320139	9314632	26134	2300	2300
600089	特变电工	1375973458	189154408	197468763	1913800	682100	60000
600093	易见股份	490617612	12576765	11334521	83300	9200	1800
600094	大名城	912269034	2407026	20187333	932439	207200	17100
600096	云天化	346603378	15673849	19496897	19100	13700	0
600098	广州发展	176522306	29562837	17435047	50600	0	0
600100	同方股份	3038945925	8661869	14032834	78000	16100	2000
600104	上汽集团	2928102469	191147244	140993673	2122792	260300	299000
600105	永鼎股份	219966231	13202371	14695812	55419	0	0
600107	美尔雅	324825281	897800	1813364	8500	0	2000
600108	亚盛集团	585006387	30905094	30900912	134600	0	0
600109	国金证券	3734319653	128682379	156241500	6019364	267200	1311950
600110	诺德股份	828801446	31044083	52817186	29900	0	10000
600111	北方稀土	2480651686	197278608	190588591	2040418	371000	593700
600113	浙江东日	257848768	11034443	9529696	5000	5000	0
600115	东方航空	504245559	6284452	8983974	2111059	5000	13000
600116	三峡水利	234443298	8528922	7156785	7981544	0	0
600118	中国卫星	1875909590	20177808	38456302	631807	46900	35500
600120	浙江东方	871694898	8280453	7763361	1165608	236174	4300
600123	兰花科创	437171124	44690901	62509858	362100	171700	177900
600125	铁龙物流	405623059	5052937	5302686	271900	10700	1200
600126	杭钢股份	725844111	4695058	8037492	671903	172800	2600
600127	金健米业	211204355	19329094	20845059	0	0	0
600129	太极集团	240544948	7451756	3335698	47600	0	1000
600130	波导股份	244251939	1568238	4192364	46200	0	0
600131	国网信通	572728437	23981501	27587442	2985700	89300	21300
600132	重庆啤酒	172230341	10434230	8846832	191062	39700	4900
600133	东湖高新	179577969	12750061	5919893	0	0	0
600135	乐凯胶片	241250669	16728041	16702206	5000	0	7000
600136	当代文体	146961678	2589014	1285194	3400	0	0
600138	中青旅	403915452	22398495	27405423	92050	1100	1400
600139	西部资源	184616041	5895301	4291885	14800	0	0
600141	兴发集团	670294204	33418729	23674198	312986	89200	1600
600143	金发科技	2976418700	72169944	81818259	1346138	318000	31338
600150	中国船舶	718690472	14555035	11041505	1482100	0	0
600151	航天机电	695436512	61826635	27038439	204100	102100	0
600153	建发股份	769757230	14793162	5379231	1582943	255900	4100
600155	华创阳安	814053704	105129340	129250170	1686204	501100	1424133
600158	中体产业	1223801845	116661839	92517205	595483	163000	3904
600160	巨化股份	985528462	52526399	59054850	823460	246400	15800
600161	天坛生物	1045459144	37018237	31044372	253596	3300	10700
600162	香江控股	192261886	1356860	6838886	166300	0	0
600163	中闽能源	98935881	11526961	13478885	80000	0	12900
600166	福田汽车	932734113	84170405	67853257	28469595	8584764	2990225
600167	联美控股	311799004	5759303	6241468	498199	147700	200
600168	武汉控股	161022843	916324	1481461	1400	0	0
600169	太原重工	274895011	2180033	7709585	11800	0	0
600170	上海建工	344106398	4881214	5323702	2016045	624700	321900
600171	上海贝岭	834061975	15890673	8691522	806224	115600	53500
600172	黄河旋风	250999538	6016905	13563681	0	0	0
600176	中国巨石	595430217	38910114	50321640	302334	31200	70527
600177	雅戈尔	781878649	4170420	5624230	1520133	5900	60400
600180	瑞茂通	86153591	1389361	888344	2000	0	0
600183	生益科技	1074804373	66074246	42075210	692472	133266	98300
600184	光电股份	129606154	4370309	2551954	3446936	0	0
600185	格力地产	545545136	23810729	56313149	49120	0	0
600187	国中水务	226928239	1084349	2944877	5200	0	0
600188	兖州煤业	574674494	87154684	65424287	1267400	467400	105100
600191	华资实业	166201650	22897635	23192481	0	0	0
600195	中牧股份	395791441	13529753	8331840	607887	99700	300
600196	复星医药	5435872777	484259803	527046903	3805090	383761	882471
600197	伊力特	832293571	310811096	264757717	170638	37500	1800
600198	大唐电信	318939528	23989401	28188977	0	0	0
600199	金种子酒	264844058	103180232	89161758	114900	10000	109300
600200	江苏吴中	278093159	4105683	2491330	2000	0	0
600201	生物股份	815852021	11531580	13047706	728525	180000	25200
600206	有研新材	848781030	28858680	30147176	159700	16300	0
600208	新湖中宝	1003931696	15278098	19909731	952400	345700	69200
600210	紫江企业	343770420	3272797	4381494	0	0	0
600213	亚星客车	117041255	25693862	23876945	0	0	0
600216	浙江医药	741446528	40786329	21514137	529908	107400	37900
600217	中再资环	283361461	22065638	14866569	13300	0	40000
600218	全柴动力	510734331	18824414	20037781	90300	0	30100
600219	南山铝业	909924704	36772880	57095484	3596500	1235795	443395
600220	江苏阳光	231128036	6514335	7026983	16800	0	0
600221	海航控股	938435419	11824998	12695710	1268700	0	300200
600222	太龙药业	239209333	694212	2077620	25400	0	1600
600223	鲁商发展	582349560	20833652	26648083	88600	0	0
600229	城市传媒	262908715	890369	1144249	4000	4000	0
600230	沧州大化	424804689	4071284	3506758	2520	0	0
600231	凌钢股份	60796448	20499015	17488183	0	0	0
600233	圆通速递	600331716	8026905	9694106	22886968	1123147	36300
600236	桂冠电力	85433444	1919495	3256994	0	0	0
600237	铜峰电子	242407102	11994466	13895130	0	0	0
600239	云南城投	337369794	740158	656833	15000	0	0
600246	万通发展	427772770	8162477	5645058	15529906	0	0
600251	冠农股份	310606442	14210645	17322232	36000	31000	0
600252	中恒集团	540054414	5133643	4406061	30800	0	0
600256	广汇能源	802359671	18353987	31873380	2078710	533600	8300
600257	大湖股份	194448061	33686728	37510221	43800	0	0
600258	首旅酒店	183289530	12280268	28768232	220048	69948	17800
600259	广晟有色	642910455	28984558	25855401	178742	60900	16500
600260	凯乐科技	1493901089	9957846	13925343	613727	145800	38100
600261	阳光照明	245935638	9855308	6420210	0	0	0
600266	城建发展	1398681222	7744581	3153035	1217796	217800	1300
600267	海正药业	1069560634	10990411	12411203	15800	0	2000
600268	国电南自	177988350	2254267	3602588	50000	10000	0
600269	赣粤高速	316000874	1761841	4088420	0	0	0
600271	航天信息	1011783505	11604727	11017687	671261	58500	65100
600273	嘉化能源	1282060824	16474908	13249105	791178	142923	6100
600276	恒瑞医药	4415800462	322621370	489281201	58920471	1335375	651046
600277	亿利洁能	548426418	5083230	10237477	921099	172900	300
600278	东方创业	107063161	1295693	1899401	8500	0	2000
600282	南钢股份	503754995	36440841	21449517	2620146	707400	136900
600284	浦东建设	173874291	928012	2448637	13900	5900	0
600285	羚锐制药	372754721	1820586	5228870	0	0	0
600287	江苏舜天	94762602	7505541	6709008	6600	6600	0
600288	大恒科技	497907151	3598564	5313798	6283	0	0
600291	西水股份	175435471	3700064	6982166	542400	98400	0
600292	远达环保	254432887	2471669	3723794	2000	0	0
600293	三峡新材	178504593	30145177	38682382	20300	0	0
600295	鄂尔多斯	181839339	27822064	25736996	161900	25900	46400
600297	广汇汽车	776868481	16998915	26961401	1400800	273000	463300
600298	安琪酵母	1087267516	108941757	98932679	346300	3800	11000
600299	安迪苏	308528076	9747585	11641059	148211	0	3800
600300	维维股份	520478569	84473766	92230281	5100	2800	2800
600303	曙光股份	148643033	12116920	13056348	10000	0	0
600305	恒顺醋业	316401999	35847024	49679788	6064	6064	5400
600307	酒钢宏兴	382984386	26201003	31888656	2947400	811500	34300
600308	华泰股份	301199684	4934192	10305589	20000	20000	0
600309	万华化学	2167444479	62659861	66306883	7192359	198000	34600
600310	桂东电力	131278251	7231493	5623799	29700	29700	0
600312	平高电气	459345416	10105876	11699651	888618	127653	6700
600315	上海家化	527599749	48915302	33276137	7915874	57900	11700
600316	洪都航空	1455559453	258538092	253464836	784471	139500	114200
600317	营口港	137465910	3555271	4128425	57900	0	0
600318	新力金融	359381714	17388196	19396555	168600	30000	0
600320	振华重工	183778362	4664893	3720209	7300	0	0
600322	天房发展	128277269	1660261	2747719	0	0	0
600323	瀚蓝环境	390121358	6946208	5894145	600	0	0
600325	华发股份	1061720586	10244490	10789226	1702794	221100	1800
600326	西藏天路	722036569	4426468	5696031	11700	2000	0
600328	中盐化工	208243105	4901448	5527507	0	0	0
600329	中新药业	343568374	30560852	13323185	284907	51298	6600
600330	天通股份	910448303	15692893	23212831	41100	0	0
600331	宏达股份	256084981	15034551	19335909	1900	0	0
600332	白云山	1089751438	23923555	17371958	532797	23800	43500
600333	长春燃气	142614372	33914537	30971720	0	0	0
600335	国机汽车	391750082	20464778	17104443	94000	17600	3700
600336	澳柯玛	543806016	88338825	71913818	126400	10000	2200
600337	美克家居	310822439	2930248	4253459	52582	8000	0
600339	中油工程	189534199	3770191	9305906	1700000	237300	4200
600340	华夏幸福	1794966978	10557743	10006269	442003	15500	45100
600343	航天动力	309186499	8126731	4603480	8857	8800	0
600345	长江通信	177046900	4375748	3618702	10000	0	0
600346	恒力石化	757908302	37403458	48415466	582861	27200	50200
600348	阳泉煤业	484177066	57485043	72047278	1428700	459500	196600
600350	山东高速	93553729	2637947	1643615	584900	84000	2100
600351	亚宝药业	172734654	9900503	5968848	3000	0	0
600352	浙江龙盛	2848876312	58188931	53560482	1091884	40600	222100
600360	华微电子	651091458	59807090	84606335	894510	33000	10000
600362	江西铜业	1797175705	318497654	291430578	34483958	1350800	533743
600363	联创光电	1377402419	21488765	22236486	55000	0	61400
600366	宁波韵升	476947742	12764005	19192154	140000	80000	22900
600368	五洲交通	90542790	3580583	2705556	0	0	0
600369	西南证券	962730366	8780709	21426093	2188169	99800	39917
600372	中航电子	1074167539	34284077	35524317	470048	133600	93400
600373	中文传媒	558926449	8652451	7084391	658536	94500	15500
600375	汉马科技	422040115	24621282	25551639	0	0	70000
600376	首开股份	376218108	2558160	1906527	1048446	170300	20500
600377	宁沪高速	60200774	2820763	1262241	72600	400	200
600378	昊华科技	168578771	5519869	5067901	1000	0	1000
600380	健康元	829780921	52026641	29808461	741726	292700	31900
600382	广东明珠	369037642	56139162	50018092	110285	0	0
600383	金地集团	965495267	78099435	46547422	6857674	71300	28700
600386	北巴传媒	170229939	2414426	4235498	0	0	0
600387	海越能源	260547219	4733820	1882224	192400	0	0
600388	龙净环保	585739049	4163414	12648303	452862	100049	2900
600389	江山股份	306740033	10234650	14624513	8000	7100	2200
600390	五矿资本	618261714	25400447	14758925	826057	0	13100
600391	航发科技	463323870	22659771	13006689	3000	0	0
600392	盛和资源	1332528211	91607253	99398973	6942981	332400	27400
600395	盘江股份	240308273	50933070	44875218	1236380	207900	82500
600398	海澜之家	156195714	3394107	3966456	1042198	399698	35500
600400	红豆股份	148511118	10551463	1107866	4700	800	800
600403	大有能源	71499624	24903343	32898832	100800	0	0
600406	国电南瑞	2206919959	33515090	45584006	783919	88300	86600
600409	三友化工	523654721	27476244	53549723	803400	183000	2500
600410	华胜天成	1009628299	9141614	10167582	798757	198000	6600
600415	小商品城	647435441	5044507	6015873	11193847	442600	29700
600418	江淮汽车	1739249096	579341097	434773908	1018100	337800	77572
600422	昆药集团	458678267	6972361	7728372	0	0	0
600425	青松建化	335753899	3644636	13427234	2300	0	20000
600426	华鲁恒升	194604483	18320049	18686496	3052328	210393	138700
600428	中远海特	197534131	28689352	25669845	252400	39700	31400
600433	冠豪高新	504000892	10136552	12311115	6100	0	0
600435	北方导航	619806513	9639922	9610660	747857	203500	1400
600436	片仔癀	1971380298	95581441	147179255	692712	8200	71400
600438	通威股份	2355342055	609794517	560155725	3312533	590475	435885
600446	金证股份	1002050370	9675837	22206606	384900	96900	800
600448	华纺股份	160317568	1859154	2852756	11000	0	0
600449	宁夏建材	560538939	4579575	9809588	0	0	0
600452	涪陵电力	294442770	4778486	8798927	4200	1000	2000
600456	宝钛股份	482751413	74260846	58301587	14100	9000	0
600458	时代新材	286169910	9035970	11805030	67700	0	0
600459	贵研铂业	782233116	21513019	29590610	82768	5000	0
600460	士兰微	1125754117	139061236	160662108	3173595	358900	467001
600466	蓝光发展	432414073	7928689	9251900	1362115	175700	2400
600467	好当家	263705714	33548147	24585039	1500	1500	3700
600469	风神股份	88462160	1000618	1015768	0	0	0
600477	杭萧钢构	262339054	5829575	5515032	0	0	0
600478	科力远	411696044	15717961	14302163	184709	30000	4500
600480	凌云股份	189288553	3770217	9618351	22700	0	4400
600481	双良节能	272739079	18013323	17118208	1600	0	0
600482	中国动力	459768418	3191967	4332514	478460	700	6300
600483	福能股份	156768918	3637626	3229720	0	0	0
600486	扬农化工	145210970	12523909	8886718	322544	40457	36900
600487	亨通光电	1589176410	18609716	22288030	20449925	335600	4400
600489	中金黄金	1547239480	36177548	37396541	915848	6500	45558
600490	鹏欣资源	766296387	73598802	36131018	639000	20000	130000
600491	龙元建设	476439684	1869862	7349452	8400	0	0
600495	晋西车轴	283818917	4601481	2997978	266400	106400	9800
600497	驰宏锌锗	736020348	95437996	146649546	2060082	747982	295600
600498	烽火通信	1231115513	18226354	21886203	375349	5900	14200
600499	科达制造	639326942	41326150	14061221	95200	0	0
600500	中化国际	732414778	5962709	6932571	887068	163600	2100
600501	航天晨光	151840528	3764811	3730219	0	0	0
600502	安徽建工	335851540	1961345	4349181	2200	0	0
600503	华丽家族	569370607	10491734	9624663	108600	62100	0
600507	方大特钢	431635322	32261743	25534086	1014350	181100	10900
600508	上海能源	150122159	31688241	33883419	41800	10000	0
600509	天富能源	229401722	34765339	41776041	137500	0	0
600510	黑牡丹	223099074	1763978	2421149	3000	200	0
600511	国药股份	1446078028	223792852	199677050	315510	102100	84090
600512	腾达建设	244404526	7551064	6999988	140000	140000	0
600515	海航基础	976679545	8504296	26537663	904942	232400	5700
600516	方大炭素	1452524654	99037382	80841170	1422558	463781	137800
600517	国网英大	409979188	4373310	9239768	365691	117691	1000
600519	贵州茅台	18021361307	509755348	613370530	1689951	28052	32162
600521	华海药业	447403084	44770259	17910267	471809	12800	27700
600522	中天科技	1730895136	17131611	24456502	1876058	486500	4000
600523	贵航股份	538116367	6711961	7269912	9244	500	1200
600525	长园集团	536511880	4117621	13636326	9200	3100	0
600528	中铁工业	624782925	16027152	8297571	1165997	183800	0
600529	山东药玻	1439620299	156037900	167800291	532994	92394	42800
600531	豫光金铅	301227873	28081959	46233508	815897	0	181000
600532	宏达矿业	210770837	702092	1010353	69800	0	0
600533	栖霞建设	144564013	3764118	4098227	3200	0	0
600535	天士力	1092504168	20947093	20647760	657595	133000	600
600536	中国软件	2539299753	72816723	78818658	143825	15800	24300
600537	亿晶光电	312254077	21449353	13069383	0	0	5000
600543	莫高股份	213606873	43026254	54176455	141987	9200	26400
600545	卓郎智能	370951011	14441970	8059492	1146379	184500	67300
600546	山煤国际	578471039	158939309	156013319	490100	176800	0
600547	山东黄金	2388281938	59627431	73255035	290024	44700	100449
600548	深高速	77054039	6537467	3666173	38500	0	0
600549	厦门钨业	1122729091	404193448	277214923	811012	267210	16800
600550	保变电气	99014591	4313198	2050068	0	0	0
600551	时代出版	202491217	1754420	631158	159924	0	0
600552	凯盛科技	480344588	18704919	12119433	75700	0	10000
600557	康缘药业	198993967	2192475	1950944	98000	0	100
600559	老白干酒	1348012129	444927907	366523739	341160	6000	33418
600562	国睿科技	315622931	13726112	8172082	499800	110500	41200
600563	法拉电子	238086917	21028065	24133080	94565	34564	5199
600565	迪马股份	236283825	4594350	8596473	609400	0	1500
600566	济川药业	348892806	3867130	5926068	4382008	49800	54600
600567	山鹰国际	583337175	6144966	11324835	1985424	386100	5600
600569	安阳钢铁	91814689	14779413	15097859	0	0	200000
600570	恒生电子	2304411238	50755232	57414871	395541	21200	18300
600571	信雅达	213760945	2886754	3729706	8000	0	0
600572	康恩贝	689862230	5132281	7006587	1351032	228100	2100
600575	淮河能源	427907151	15499467	13952368	1226700	264600	0
600577	精达股份	228643241	3076178	4996540	0	0	0
600578	京能电力	247316479	1463638	2029431	240900	240900	0
600580	卧龙电驱	1084082514	99765973	131134909	606160	151700	116700
600581	八一钢铁	193255610	10944881	20934891	556900	455000	0
600582	天地科技	383738297	8088840	11144481	1435400	225700	20000
600583	海油工程	460173172	2750197	6034429	165500	30400	0
600584	长电科技	2351014887	191436670	208101480	5815870	686293	359905
600585	海螺水泥	3455222682	100578411	218804041	5086914	43700	66600
600587	新华医疗	382310469	5501070	6390271	1000	0	200
600588	用友网络	3496054474	34469448	36405987	976182	25170	27300
600590	泰豪科技	208755091	3883577	3919338	0	0	0
600592	龙溪股份	407028239	2298473	2281366	8400	0	1000
600594	益佰制药	362576744	3556325	2621459	80500	0	0
600596	新安股份	1054157918	109387206	173556029	5500	0	0
600597	光明乳业	573195357	63323748	40989286	420518	125100	35100
600598	北大荒	691225714	41277446	38358127	943928	388828	90200
600600	青岛啤酒	626073581	52211186	80956853	83400	8600	11300
600601	方正科技	804377857	4861019	8897299	0	0	0
600602	云赛智联	235716506	1533004	2104307	523	0	8400
600604	市北高新	429844439	1829795	4887948	96300	0	0
600606	绿地控股	2096132468	15108306	19974593	1242700	55600	5900
600609	金杯汽车	552407283	32096196	21672093	10000	0	45500
600611	大众交通	302718527	1343174	2550894	11500	0	0
600612	老凤祥	114773217	5331373	2623326	1000	0	0
600616	金枫酒业	256854246	100729163	85550605	9960	0	0
600617	国新能源	54523101	1331480	1621495	0	0	5500
600618	氯碱化工	126371991	2955519	4330685	1069	0	3900
600620	天宸股份	227758756	1928554	2364779	6500	0	0
600621	华鑫股份	995777581	150129101	158259375	881483	63000	207500
600622	光大嘉宝	217883456	1283768	1347156	0	0	0
600623	华谊集团	183281665	7837978	5728866	494100	84400	9000
600624	复旦复华	364163258	4946970	4215339	64100	0	30000
600626	申达股份	286720793	3705597	2167019	2300	0	0
600633	浙数文化	594641406	4130000	7128603	792682	124700	800
600635	大众公用	652837005	10636402	7816173	6100	0	0
600636	国新文化	303236494	6302272	2844496	3000	0	0
600637	东方明珠	992884271	6221804	16600254	944343	25500	29333
600639	浦东金桥	149541280	3879643	3821413	327066	53900	3600
600640	号百控股	401893877	3287363	4327255	165704	56700	4400
600641	万业企业	802631496	27647094	25319863	4714	0	0
600642	申能股份	267284380	4755589	4400993	1854200	332600	1447
600643	爱建集团	612401257	5959717	8599569	549856	106100	1100
600645	中源协和	943187958	8985503	10333103	184400	57800	500
600648	外高桥	949934897	7910626	4056184	464834	54100	20700
600649	城投控股	1106448139	4912960	4834122	910478	230233	7700
600653	申华控股	169626201	1131223	1087915	0	0	0
600655	豫园股份	380368511	11464784	6363696	763372	0	0
600657	信达地产	138499412	2732621	2247885	413313	102900	1300
600660	福耀玻璃	1207299714	74293691	40128235	1284217	90800	104800
600661	昂立教育	567303217	119916	136547	0	0	0
600662	强生控股	434501170	2274173	4868718	2600	0	0
600663	陆家嘴	193823792	758107	901415	12416	0	0
600664	哈药股份	367219222	9083283	3874883	867291	187000	100
600667	太极实业	1034442330	11587260	20604573	3282945	373700	22200
600668	尖峰集团	633952023	18066738	9396001	2800	2100	0
600673	东阳光	892837051	11986178	17419735	638275	182700	27000
600674	川投能源	741135415	2303790	3755810	199300	3500	0
600675	中华企业	402284835	514666	527727	963917	242300	0
600676	交运股份	188813050	2894977	1517505	2689400	0	0
600681	百川能源	73169002	3844139	3672436	91300	0	0
600684	珠江实业	274956015	765333	1234209	3300	0	0
600685	中船防务	433424114	10999682	11811059	155700	0	15844
600686	金龙汽车	243830728	23687665	33452591	3900	3900	0
600688	上海石化	236540595	3567277	5519164	134900	0	17000
600690	海尔智家	1099770408	55749043	77033360	4824451	148700	110500
600691	阳煤化工	95046451	6170533	5187760	0	0	0
600692	亚通股份	295698929	8381693	9298696	0	0	0
600694	大商股份	634848674	7089767	5434582	128670	5800	600
600695	绿庭投资	128840676	4813091	3445241	10000	0	0
600699	均胜电子	1121966460	59522289	60062722	1061924	271400	16800
600703	三安光电	4201006978	382741411	340724555	1592603	243400	481300
600704	物产中大	595585504	13797237	26420897	1944937	326637	76500
600705	中航资本	1478541201	17207332	22159374	2707821	10000	224225
600707	彩虹股份	447876312	124866848	164048446	574800	205600	0
600708	光明地产	155632180	1486446	758376	27300	0	0
600710	苏美达	160398687	7529051	3554693	1072300	0	0
600711	盛屯矿业	1546280532	740307466	624677544	27000	2000	0
600716	凤凰股份	220202879	7718499	9145051	6000	0	0
600717	天津港	280826268	2385611	3840609	931055	162536	800
600718	东软集团	1144852448	7406139	7912731	912756	145700	2000
600720	祁连山	894389349	26674617	32545578	265480	19100	42600
600722	金牛化工	161465920	11464138	13913073	86000	0	0
600728	佳都科技	1419131659	6796478	8405956	1082158	219476	3900
600729	重庆百货	466655691	4045238	5725882	201742	35700	3500
600730	中国高科	212707060	948460	1496237	4000	0	0
