标的证券代码	标的证券简称	本日融资余额(元)	本日融资买入额(元)	本日融资偿还额(元)	本日融券余量	本日融券卖出量	本日融券偿还量
600733	北汽蓝谷	617615904	53182123	66379338	7054937	1618263	851100
600736	苏州高新	171812864	1530716	2550377	0	0	0
600737	中粮糖业	918443003	37946898	51567247	921679	179400	17500
600739	辽宁成大	2641409571	78246794	131854882	788205	243600	149575
600740	山西焦化	447400783	45069637	51604891	1862850	370400	246445
600741	华域汽车	359749492	24393653	29167140	620168	32900	32100
600742	一汽富维	511041279	7700489	8555524	2400	0	0
600743	华远地产	208610617	3315608	3935095	0	0	0
600744	华银电力	186058669	35135091	33735423	1500	0	0
600745	闻泰科技	4314949521	408388819	236304677	1763743	54400	59300
600748	上实发展	469146029	3474760	2974230	658097	116600	1600
600750	江中药业	365813452	7922223	13952091	1600	0	0
600751	海航科技	451958439	5809673	5648712	195300	4500	30900
600754	锦江酒店	52410109	12043549	33965904	151890	62250	6500
600755	厦门国贸	841792570	9081864	12353830	1991244	167700	79714
600756	浪潮软件	656143143	10755849	18327051	1468417	8100	0
600757	长江传媒	301326202	5366337	5703708	170800	14200	1400
600759	洲际油气	253564567	4109110	4839331	156100	0	0
600760	中航沈飞	1215657118	205416243	142950932	762247	89600	98800
600761	安徽合力	236696934	10337506	7823862	4000	3900	0
600763	通策医疗	1264666712	54771631	36767853	128173	5800	1500
600764	中国海防	547676932	21352439	15305177	53600	25000	14600
600765	中航重机	574803703	42299858	45458382	467012	129537	20700
600766	园城黄金	51317008	1740744	6627137	0	0	0
600770	综艺股份	428670666	7312905	5028769	201550	7000	8500
600771	广誉远	515733573	41278476	29209154	33200	3200	36200
600773	西藏城投	329436463	21747369	18642221	2100	0	0
600775	南京熊猫	275685623	5292538	2833994	54500	29000	0
600776	东方通信	332931332	2927859	8005025	476374	104800	6600
600777	新潮能源	478174521	10686566	11040425	630800	100	0
600779	水井坊	625081769	97913532	88559184	132125	51900	14500
600782	新钢股份	371075044	20971867	56189402	1550882	219200	84200
600783	鲁信创投	598452836	8626876	8214360	66900	0	20000
600787	中储股份	318930163	3020820	3778059	806100	154100	3600
600789	鲁抗医药	441890289	7106206	13751191	287600	0	10000
600790	轻纺城	296540941	6608869	8913659	0	0	0
600795	国电电力	492728852	22390881	20075090	23358979	1272000	2403100
600797	浙大网新	865784057	4837961	6536431	50800	1500	0
600798	宁波海运	165776332	60295013	25726465	100000	100000	0
600800	天津磁卡	209043478	4102656	5045054	25000	25000	0
600801	华新水泥	931379289	29014667	25036606	407336	93000	28000
600802	福建水泥	292246401	3978247	6134619	25200	0	4400
600803	新奥股份	240311152	21037099	8035016	56875	0	0
600804	鹏博士	1073904933	6756689	9446719	1364663	330100	9400
600805	悦达投资	245610703	13285033	11974307	5000	2000	0
600808	马钢股份	434254002	6238995	15966767	1938800	316200	20900
600809	山西汾酒	899926303	209013673	198821305	2749060	122273	104700
600810	神马股份	260511132	8467757	8575892	0	0	0
600811	东方集团	1459265627	21292335	13560798	2114345	601600	17200
600812	华北制药	606530661	55887783	53983317	407500	78500	118500
600820	隧道股份	569059415	5883641	7390612	1541396	239000	1500
600822	上海物贸	128842092	11411292	7972092	100	0	34300
600823	世茂股份	174055020	1947051	3552370	656380	148800	20200
600825	新华传媒	356434749	4606687	3740106	37400	4000	0
600826	兰生股份	224326598	646908	762241	0	0	0
600827	百联股份	977394806	23522041	22588303	610058	132500	27600
600830	香溢融通	289608961	1792223	1849515	0	0	0
600831	广电网络	314005259	2310819	4726982	45025	0	36500
600835	上海机电	265395203	7779166	7269338	276360	53561	1500
600837	海通证券	6400847602	107441822	90762974	228201959	246100	1342700
600838	上海九百	258751815	2298920	2634910	5018	0	0
600839	四川长虹	1084382931	16275117	15554301	3744240	881700	34800
600845	宝信软件	257179403	11155424	15817038	203716	10300	5000
600846	同济科技	381494257	1878297	2120037	5100	5100	0
600848	上海临港	290627338	1456234	5815287	207415	0	13200
600850	华东电脑	499860444	4185380	7160437	4000	4000	0
600851	海欣股份	253897844	14522730	12997041	3000	0	0
600855	航天长峰	327124216	35176577	38897268	31718	800	1100
600859	王府井	1233748453	97924543	51584968	308338	108500	16500
600862	中航高科	347059211	34659023	32035986	917141	143300	47900
600863	内蒙华电	329771132	9078340	6948645	1718225	271100	0
600864	哈投股份	538006996	258213215	261292725	586000	57500	0
600867	通化东宝	1503085185	20046568	15044216	873700	195700	87500
600868	梅雁吉祥	377976349	27263289	18472342	204000	0	463000
600869	智慧能源	194858279	2718531	4676187	836800	170100	300
600871	石化油服	127903051	20478802	28283622	1396000	450100	28900
600872	中炬高新	516292955	210941376	118644717	52632	7600	36000
600873	梅花生物	931502431	9734094	10576316	176400	0	10600
600874	创业环保	263873725	1331805	3453684	151100	0	6600
600875	东方电气	964613715	14153309	22966199	1053071	233900	4700
600879	航天电子	1123961384	39028101	29986195	11314852	414400	7100
600880	博瑞传播	333005890	7769984	6013610	300	0	3400
600881	亚泰集团	579334194	4857634	6305887	2042156	581400	2600
600884	杉杉股份	978024873	145970144	133028971	1631798	289686	69500
600885	宏发股份	148713173	25232864	18889117	372773	119300	78800
600886	国投电力	1002087022	19392949	11761753	12770892	0	14400
600887	伊利股份	2344178019	171373168	235508346	18340173	65800	286300
600888	新疆众和	282379198	35147743	24543291	76241	300	0
600893	航发动力	2408793084	125020338	209095861	3109322	43500	237351
600894	广日股份	276064543	9109770	8219083	6500	3500	0
600895	张江高科	1051647377	26465533	18818250	687504	127500	500
600897	厦门空港	103799813	1207899	2402716	0	0	0
600900	长江电力	2647056037	36355774	52695786	169502019	2334700	1403800
600901	江苏租赁	655190619	5201043	3279235	694475	154700	2600
600903	贵州燃气	183692096	65616073	90237492	262208	88500	43500
600909	华安证券	1197872241	19980563	28232285	2677300	290700	52200
600917	重庆燃气	35111089	2027274	2756301	156400	28600	4200
600918	中泰证券	817801738	211053624	249871792	734932	224132	47000
600919	江苏银行	1525393873	45531498	42412094	23924094	169000	0
600926	杭州银行	782013813	26787516	24751337	11665589	27640	35200
600928	西安银行	313232286	21623928	22613163	664541	169841	153500
600929	雪天盐业	169983817	2748926	6508157	83700	53700	0
600936	广西广电	53012870	683394	306261	38574	23600	0
600958	东方证券	1854975147	36911601	52904485	30243675	104200	384300
600959	江苏有线	201461512	5804539	5675041	1349860	250770	24600
600963	岳阳林纸	252905966	3864095	4005618	9500	0	0
600965	福成股份	75096033	9041850	7121518	1000	1000	0
600966	博汇纸业	277928707	10666470	5975544	0	0	2000
600967	内蒙一机	789173027	12268869	19059924	786294	116000	4000
600968	海油发展	341194605	13316392	14070161	1015300	291500	44700
600970	中材国际	1062034228	24389864	16737823	645520	186500	0
600971	恒源煤电	343716638	22934134	26161713	1941280	190000	200
600975	新五丰	288564320	16391993	26627590	6800	100	8900
600976	健民集团	305286585	15165127	2040800	0	0	0
600977	中国电影	407623287	16124809	17765967	76142	4500	0
600986	科达股份	336026467	4763486	6354789	1500	0	0
600987	航民股份	183834852	1982388	2676097	0	0	0
600988	赤峰黄金	1358666775	80863378	104073251	8500	0	0
600990	四创电子	429243761	10566775	9626623	43751	0	0
600993	马应龙	552553340	22007147	35061238	29200	0	0
600996	贵广网络	108419830	2410419	2329579	759999	0	6900
600997	开滦股份	188955691	47587911	33937676	1665323	155300	0
600998	九州通	920762000	5438693	4986436	218031	60100	15100
600999	招商证券	1992494659	75213584	69710819	2100757	52494	95897
601000	唐山港	294789963	7003315	17340957	1702332	365300	33500
601001	大同煤业	314037395	64543678	68019384	792500	138900	2800
601002	晋亿实业	273527519	5330432	5998138	128300	98000	7700
601003	柳钢股份	57648796	9753966	8509755	1153300	80500	2800
601005	重庆钢铁	122404265	14703598	15573965	3638200	1236500	4600
601006	大秦铁路	1491883783	21016272	13627922	2222242	1400	58500
601008	连云港	74370637	5993543	6253141	130000	0	40000
601009	南京银行	1437502362	23695964	30378151	2909786	57000	20300
601010	文峰股份	86712216	920502	1488210	0	0	0
601011	宝泰隆	240017124	29459540	32815175	333100	60000	113500
601012	隆基股份	5698949506	478087911	445526723	4230953	99500	90600
601015	陕西黑猫	143736654	57849641	50128929	361000	0	0
601016	节能风电	324167226	18189409	13309209	1269900	304400	0
601018	宁波港	269043431	6446189	8079118	671700	0	93900
601020	华钰矿业	322268183	14756396	13378585	2500	2500	0
601021	春秋航空	384593206	14243870	16958742	350935	20075	34700
601038	一拖股份	133647732	6921134	7519235	112300	36000	800
601058	赛轮轮胎	298049014	17806867	11228426	32100	0	0
601066	中信建投	2973588572	97600273	108425961	3446359	71800	241975
601069	西部黄金	242808490	3097684	4514926	0	0	0
601088	中国神华	1558739692	202919476	133888853	1332475	481100	211300
601098	中南传媒	219147429	3884724	2829851	743818	102300	500
601099	太平洋	2442836661	44410437	66810813	8468446	1248981	1417700
601100	恒立液压	235632532	41434497	35231757	205381	24500	32900
601101	昊华能源	208329585	29145675	19421271	116100	1400	0
601106	中国一重	352754332	12804886	7035629	1687000	350900	500
601107	四川成渝	77403580	550237	1403944	5200	0	0
601108	财通证券	3724957267	111321159	123695424	11018302	284300	408600
601111	中国国航	777462515	24907174	30490347	1350639	39200	113200
601116	三江购物	88679689	918428	705391	0	0	0
601117	中国化学	797738693	31288872	26427855	512101	249000	25900
601118	海南橡胶	954481112	24430358	15543261	939399	242900	4900
601126	四方股份	195080670	5985756	8185937	0	0	0
601127	小康股份	282928847	83850155	117482067	260524	51307	14900
601128	常熟银行	433885759	11951430	31928420	9332151	415700	11700
601137	博威合金	270538892	6956385	9041436	5842	4800	1000
601138	工业富联	1345170549	13071410	24113178	831713	0	2100
601139	深圳燃气	176596739	11423725	15101191	672925	196800	34000
601155	新城控股	2289311855	43443957	19139835	1288711	6000	6000
601158	重庆水务	151150567	906745	1480409	0	0	0
601162	天风证券	1705809942	62326253	73487054	4159710	5400	117600
601163	三角轮胎	251510933	7947235	8861719	100	0	1900
601166	兴业银行	11084251995	227618088	168182300	134001579	481500	852440
601168	西部矿业	1465612015	142808198	175746702	4633848	433800	44100
601169	北京银行	2177785624	35723643	36908893	57239342	0	87800
601179	中国西电	490385788	7325524	9745041	1952678	311500	6900
601186	中国铁建	2351212360	68811245	52354521	1059487	492100	242000
601198	东兴证券	886366405	11255495	22084292	987768	7600	55700
601199	江南水务	95813668	813917	892197	0	0	0
601211	国泰君安	3657302381	69019494	58815534	74684647	952177	379100
601212	白银有色	335122250	22292139	17921338	52100	0	0
601216	君正集团	818866641	22109557	31205934	3733300	98300	258700
601218	吉鑫科技	255158445	5118138	13017286	6000	0	0
601222	林洋能源	375892310	40980506	19897711	7000	7000	0
601225	陕西煤业	1706499620	153616638	122456769	3526737	180900	200100
601228	广州港	118894433	2301871	3847760	1329815	156500	1900
601229	上海银行	704016397	7994909	9531225	30570025	1502563	3700
601231	环旭电子	626239205	7680862	16603812	459944	49300	4600
601233	桐昆股份	1396156605	123189486	100504366	2788127	315889	174872
601236	红塔证券	637083328	17971538	27044382	572593	71300	41200
601238	广汽集团	863041564	132006548	87662100	3039222	767000	267248
601288	农业银行	4258102504	86938205	84899392	64381300	600	10900
601298	青岛港	154752651	8013330	11443549	343800	94500	0
601311	骆驼股份	484058291	43030541	35720819	39875	3000	1300
601318	中国平安	21012140755	563425332	558935931	29002245	907304	512164
601319	中国人保	1210638963	47049972	84389441	1828884	0	53900
601326	秦港股份	101533460	1849396	1227183	47900	0	0
601328	交通银行	3250572464	53545161	51503160	169547350	4000	152000
601333	广深铁路	513927797	4770862	2498330	3195800	414200	43900
601336	新华保险	1553621481	71843796	57403870	633888	8200	68100
601339	百隆东方	93286893	3003344	8072894	10000	0	0
601360	三六零	1176782863	74225906	67101944	3014681	55200	96100
601369	陕鼓动力	355009914	1733274	2398689	100	0	0
601375	中原证券	536002082	11133841	12772908	10768986	1000	4000
601377	兴业证券	3719032329	52859493	82943775	4695548	113100	476800
601388	怡球资源	329612730	28925445	35080937	200	0	0
601390	中国中铁	1449209645	38295624	62437597	2058170	966000	343900
601398	工商银行	3997563575	89258910	75995355	61134800	128000	2857000
601515	东风股份	246899386	2669846	3487994	2000	0	0
601519	大智慧	756525085	16459562	38066753	0	0	45000
601555	东吴证券	2362133750	25366242	28834169	13729300	32800	23250
601566	九牧王	178368363	4144668	9658311	6900	1800	0
601567	三星医疗	237055182	5929852	10310775	3000	0	4000
601577	长沙银行	616817792	12138216	19390989	608711	0	11400
601588	北辰实业	209860210	5090826	4338839	34000	0	0
601598	中国外运	246110743	10704724	18037170	803117	260700	4800
601600	中国铝业	1675803241	93681501	103792092	3555755	217200	1280500
601601	中国太保	1802737196	100463343	95283357	2477990	92900	218682
601606	长城军工	220281946	4598403	6296715	66800	0	30000
601607	上海医药	1124868520	15052392	16977304	755846	5200	3500
601608	中信重工	330041297	7394775	3313322	1270206	229900	800
601611	中国核建	324419512	12636669	13378827	663700	169300	1900
601615	明阳智能	860692879	114130709	115380057	949769	314755	166711
601618	中国中冶	1040201512	200706989	95632368	4330994	2083794	429600
601628	中国人寿	1512533985	72126360	128918497	847522	109000	94500
601633	长城汽车	524534105	257806883	119306770	5253018	1654523	907700
601636	旗滨集团	723305653	71720534	97561263	362413	69300	274900
601658	邮储银行	369054000	13269933	14373130	1608058	0	0
601666	平煤股份	389363799	32121133	20988890	3385680	44000	0
601668	中国建筑	5813190320	132113405	191642400	11138488	1651000	81300
601669	中国电建	1330870043	49017393	67441795	2923300	796800	552900
601678	滨化股份	687009653	15040464	17096448	213072	0	2300
601688	华泰证券	5567164960	140949064	132033201	20238384	151396	1509700
601689	拓普集团	257032768	12722961	24875823	582078	85000	26711
601696	中银证券	759161262	50544024	79250128	288800	135600	42100
601698	中国卫通	410142029	6649049	22135475	244156	7600	2200
601699	潞安环能	547869460	51754667	81948878	1100059	372347	83800
601700	风范股份	87363525	806538	2136722	47400	0	0
601717	郑煤机	706279539	69512076	41468771	879206	178400	47100
601718	际华集团	608178098	11582792	15556006	1303423	296600	1100
601727	上海电气	900070943	27870284	41911935	47889202	533100	35300
601766	中国中车	2231230278	36986257	32048646	3115020	881000	50400
601788	光大证券	3142356807	158874400	129994270	1734346	313900	464193
601789	宁波建工	256554768	3301904	2421386	0	0	0
601799	星宇股份	23528767	2807648	5504176	48854	30254	400
601800	中国交建	1105035180	37814434	33347638	2355716	179300	94600
601801	皖新传媒	275018822	4128180	3429280	588121	71221	600
601808	中海油服	242893597	12210570	9297976	242243	5500	1500
601816	京沪高铁	611189198	11255571	16429605	411000	8000	600
601818	光大银行	1579905710	53696094	51173106	54191300	839000	1931700
601828	美凯龙	123658374	1825217	1716546	297180	47900	3100
601838	成都银行	440818697	35585770	30412594	9386634	577703	119900
601857	中国石油	1840748388	34347946	46299760	5417100	56800	437100
601858	中国科传	158096781	1917580	3624594	0	0	0
601860	紫金银行	413430567	33957309	36394649	1326100	238800	95500
601865	福莱特	480093109	50812770	63797690	357486	43400	14600
601866	中远海发	740721762	27942637	24376895	3883900	645500	216000
601869	长飞光纤	129920570	1309864	2227670	126344	27700	0
601872	招商轮船	868093017	11283975	22120833	1017290	0	236800
601877	正泰电器	811194946	136825495	97830003	3270770	47745	25900
601878	浙商证券	2396468603	70116323	80086984	2691838	378900	930150
601880	大连港	190888834	1678590	2161292	1509050	426950	2300
601881	中国银河	1692454080	35268136	34599841	1124095	31300	132900
601886	江河集团	395911394	4878363	3492504	0	0	1600
601888	中国中免	3191267706	253448725	153151515	724375	8700	10900
601890	亚星锚链	167292869	16301853	20726443	60000	20000	90000
601898	中煤能源	412567009	30509223	33250688	499362	22300	5200
601899	紫金矿业	2666224158	420902726	321599948	19363930	2086000	2000950
601900	南方传媒	103019054	2503222	1497770	0	0	0
601901	方正证券	1157188575	23214403	20087314	15664331	57545	27900
601908	京运通	644116699	114196526	95114200	212700	7200	0
601918	新集能源	280861019	52909774	60005011	472318	0	8000
601919	中远海控	1707568051	144657747	101304524	4113762	137500	987100
601928	凤凰传媒	221122602	3451222	4649962	599200	99100	200
601929	吉视传媒	313557546	10127964	6576263	1307200	140400	10000
601933	永辉超市	2014049109	25867993	35123174	3373806	0	302200
601939	建设银行	1703947642	51551612	43491485	32854748	619400	1264600
601949	中国出版	121084144	2503949	3051459	0	0	0
601952	苏垦农发	371933665	25133515	28220861	32500	0	0
601958	金钼股份	369696950	33938293	16930397	4846611	157300	148613
601965	中国汽研	175327854	15926548	19996962	2000	0	2700
601966	玲珑轮胎	179336605	17775770	16065210	559012	107033	11796
601969	海南矿业	98233233	22286531	12218946	198200	78600	8000
601975	招商南油	416203715	13788008	14060485	1578100	417500	0
601985	中国核电	879647320	59448487	46007877	5791373	907700	250500
601988	中国银行	2359496534	54259361	54632649	37992900	0	0
601989	中国重工	2374672598	32464720	42244105	18804236	3000	0
601990	南京证券	1584990891	42810758	36748691	108988103	15100	157400
601991	大唐发电	385535037	9722215	8238514	230900	90200	0
601992	金隅集团	782871241	5225758	5885804	1701100	538100	0
601996	丰林集团	247903895	9668640	5294130	5000	0	0
601997	贵阳银行	1523638868	27390615	36958227	914680	340100	11700
601998	中信银行	734900731	8843094	21666629	1511872	12300	1000
601999	出版传媒	144591553	1651927	3033876	0	0	0
603000	人民网	864393406	13384444	15482739	617972	81500	1800
603001	奥康国际	153665557	1441622	1441583	1000	0	0
603005	晶方科技	941811517	38552068	55041559	235865	53800	106295
603012	创力集团	260365251	3316241	3365795	2700	0	0
603018	华设集团	177155938	1576358	1043558	0	0	0
603019	中科曙光	2774236345	64258090	51920662	2135737	47400	27100
603025	大豪科技	111656962	0	11769231	461154	0	0
603026	石大胜华	944114829	65985111	80363390	63900	6000	0
603027	千禾味业	438905831	84945264	43902906	0	0	0
603032	德新交运	39237284	1018789	2036569	14000	0	0
603042	华脉科技	188039210	3122147	2825283	0	0	0
603045	福达合金	176780879	1614253	2237566	900	0	0
603077	和邦生物	276820871	11446352	15576677	2729400	612000	134300
603083	剑桥科技	281590367	9442392	7283400	185380	5000	25000
603085	天成自控	108013114	6000720	702547	13600	7700	600
603108	润达医疗	332830963	3495407	4296855	37500	1000	0
603113	金能科技	239047042	14062489	17441240	506700	0	0
603118	共进股份	421372452	2728678	4946449	36600	0	0
603127	昭衍新药	249817771	10632827	13031904	6139	0	0
603128	华贸物流	271198182	59507582	36922817	86000	64000	6400
603156	养元饮品	255002694	19308042	10350270	251890	22400	0
603160	汇顶科技	1764196932	56899903	57948846	104305	5200	8200
603167	渤海轮渡	265306626	14007714	12659311	93400	37300	0
603169	兰石重装	106939487	4450171	5571893	32000	0	0
603195	公牛集团	399128533	40493031	41642241	200	200	0
603198	迎驾贡酒	503051230	142840505	127708949	3245139	54600	49700
603220	中贝通信	199425929	8758936	9208676	0	0	0
603228	景旺电子	372533314	8402602	10158916	385890	54500	1700
603233	大参林	201384151	15276810	20663721	105010	15800	16266
603259	药明康德	1417472502	108072744	110643208	736217	43000	40100
603260	合盛硅业	284912123	31121707	25586065	51600	34000	9900
603288	海天味业	402642486	102304684	74701536	636548	4200	15100
603299	苏盐井神	176820669	26192460	25264146	224100	0	0
603318	派思股份	111989602	2411212	4615783	24500	0	0
603323	苏农银行	589110645	29035345	34250615	458400	0	50000
603328	依顿电子	260647850	8339404	3551490	559809	60760	1600
603329	上海雅仕	95641716	7885328	6628785	23000	4900	0
603338	浙江鼎力	128012726	13879111	6786514	241752	42329	1300
603345	安井食品	90824260	16177891	5857298	339911	11900	7307
603355	莱克电气	77614062	2184257	944489	59400	10100	3300
603363	傲农生物	244925633	4718027	6388126	8330	8300	1900
603368	柳药股份	330169369	7578134	4229912	24000	0	0
603369	今世缘	466516438	89733663	143136087	840757	83397	69171
603377	东方时尚	229945578	10921749	5274559	292102	40800	500
603379	三美股份	169579622	15863961	12313708	67900	38000	0
603387	基蛋生物	509622279	12029668	14421212	21200	2000	0
603393	新天然气	270737077	16954519	13962580	0	0	0
603399	吉翔股份	79844414	922170	2134620	0	0	0
603444	吉比特	322709921	33325406	27062066	14681	100	0
603456	九洲药业	104540354	15570553	9862600	18000	0	0
603501	韦尔股份	1401454957	116917141	92901364	388662	163221	14359
603505	金石资源	240247517	23546995	17353807	11903	6000	1300
603508	思维列控	148857341	928276	2461754	2232	800	1900
603515	欧普照明	62932398	5201180	7646210	821155	32600	1600
603517	绝味食品	138533848	10907838	9805989	79626	1787	1900
603559	中通国脉	232886044	4917067	5567448	32800	0	0
603567	珍宝岛	83109357	1984859	934085	0	0	0
603568	伟明环保	168895765	2474122	4599769	605735	52900	300
603588	高能环境	360528928	15989980	12701783	0	0	3000
603589	口子窖	422839242	95507487	89851718	140677	77800	14700
603599	广信股份	379897111	29341454	36607747	8100	2900	0
603601	再升科技	337036223	12491541	14116381	1100	0	0
603602	纵横通信	146302655	4915071	4120018	45750	0	0
603605	珀莱雅	258299905	32922557	18062496	4800	500	2600
603606	东方电缆	546926152	69332741	58450939	565608	80400	1000
603609	禾丰牧业	197186499	5003906	7057419	7800	5000	1800
603618	杭电股份	113276390	2318526	1490830	0	0	0
603636	南威软件	396365767	2527235	6602961	5700	0	0
603638	艾迪精密	562735448	3859761	5337944	41900	30300	6700
603658	安图生物	162863454	3724523	6508994	455901	300	1000
603659	璞泰来	449455600	78543281	83238862	326610	15500	81100
603660	苏州科达	297014617	3196939	3781352	52000	0	0
603678	火炬电子	453328804	34719079	29499822	901825	9600	4000
603681	永冠新材	97131676	2481059	2485795	0	0	0
603688	石英股份	326295781	27345115	21994738	17700	0	0
603696	安记食品	107739515	17980428	16305509	20000	0	21900
603698	航天工程	116006732	4223454	2131214	1000	0	0
603699	纽威股份	74179290	7142063	3278773	0	0	0
603707	健友股份	310938942	2919417	8193011	25210	200	1200
603708	家家悦	236048493	29416721	26205194	2134579	71363	12500
603712	七一二	220831841	3432123	3871297	226512	52100	3700
603718	海利生物	391190192	19511218	16061493	76300	2200	2100
603719	良品铺子	143513873	12091080	8042378	0	0	0
603737	三棵树	196368614	4736205	2927054	11200	9800	1800
603766	隆鑫通用	285289148	2581578	4601628	97700	0	1100
603776	永安行	236553587	5412263	5657999	13400	3000	0
603789	星光农机	81283809	194002	664277	0	0	0
603799	华友钴业	1964011126	378757000	308655526	1544384	516693	311438
603803	瑞斯康达	286329917	1715769	3407210	16000	0	0
603806	福斯特	170664839	16666673	16796758	87671	44100	13661
603816	顾家家居	97966081	14421354	6559177	111668	47300	3000
603833	欧派家居	289349082	5425159	4678788	150428	4300	12000
603858	步长制药	827648460	41042083	18872199	416600	117273	45600
603866	桃李面包	68825013	4000267	5275037	249861	61700	41000
603868	飞科电器	59563479	1333548	1862327	44389	0	200
603881	数据港	386599608	11624964	20620143	13800	2200	10000
603882	金域医学	271607530	20746038	23585757	156123	48923	9400
603883	老百姓	137679136	13362806	3229223	221901	28800	3800
603885	吉祥航空	199816668	4550112	20829912	503067	102600	69076
603888	新华网	310481115	6197732	6238719	158174	47400	200
603890	春秋电子	196300330	8040149	5166971	420	0	0
603899	晨光文具	97984329	8465110	6327834	100136	700	9500
603919	金徽酒	397298054	116642087	141120695	393680	5000	16200
603936	博敏电子	320093072	8478996	8439970	23000	3000	0
603939	益丰药房	253042037	123633189	18263060	110012	7800	10160
603959	百利科技	246506851	5416444	5720876	3621362	0	1400
603986	兆易创新	3186686988	207495591	235844370	213474	8100	13702
603989	艾华集团	131843381	20215550	10751466	29000	0	0
603993	洛阳钼业	1870939631	411574365	301643915	24639005	1136100	1387200
688001	华兴源创	70985847	3389988	541875	160829	0	0
688002	睿创微纳	297708541	19782137	11033601	1518316	103395	34710
688003	天准科技	127937762	2223241	4319360	1055202	12400	18274
688004	博汇科技	49572959	722408	1091551	123862	4902	3619
688005	容百科技	242386741	89088312	93337143	977473	419004	75170
688006	杭可科技	126012991	36174993	16995960	323055	152111	48325
688007	光峰科技	92643288	1219924	3417422	2314418	3771	1973
688008	澜起科技	404717667	21170897	31471829	15700	15700	0
688009	中国通号	434857900	5560454	5598167	41205282	1049600	1666
688010	福光股份	92125455	1605657	769196	298925	4200	2400
688011	新光光电	122155752	3825584	8962063	160148	19943	23454
688012	中微公司	524331602	24895396	31417690	865581	114068	45255
688013	天臣医疗	29496704	1614644	399951	301238	100	0
688015	交控科技	97090827	1807929	2052616	1033379	56710	5962
688016	心脉医疗	151166855	5647038	5069953	554855	38124	18553
688017	绿的谐波	40607678	7315436	9642704	193453	32326	21094
688018	乐鑫科技	149007513	4981776	6138875	151276	35200	9915
688019	安集科技	190652859	22225418	12705027	136663	59472	21143
688020	方邦股份	177327797	2401410	2562861	91997	1800	0
688021	奥福环保	66427678	3885403	735984	310164	63752	30670
688022	瀚川智能	70608851	4923831	7680101	314768	27000	20932
688023	安恒信息	250067950	8811932	4103042	147392	13717	6520
688025	杰普特	93664094	5706562	2793862	615483	2400	4548
688026	洁特生物	104841696	4179176	2190106	736339	69270	11000
688027	国盾量子	309468269	11193523	11563598	1128901	8163	12651
688028	沃尔德	74407574	1327318	1788780	156590	11900	8607
688029	南微医学	149317488	5019719	5166216	1063702	3813	1703
688030	山石网科	91553197	100440	1314601	962315	5502	871
688033	天宜上佳	123888422	3626625	2257370	1938100	0	0
688036	传音控股	255499703	23157651	13006144	2221887	210622	72027
688037	芯源微	115288893	4937137	6150354	286811	80215	166818
688039	当虹科技	68952597	989781	1052687	381765	1620	2128
688050	爱博医疗	322895163	14182826	5033004	68634	5331	32315
688051	佳华科技	118201599	2674714	1583426	74158	500	4206
688055	龙腾光电	148359981	4936189	10427093	2154532	73109	7379
688056	莱伯泰科	43987879	4809303	920137	207402	200	0
688057	金达莱	105651568	3284276	4907100	133522	0	0
688058	宝兰德	45645850	1487566	1925565	13000	0	0
688060	云涌科技	92581719	1326763	1099546	92504	300	527
688065	凯赛生物	204018981	3121466	4203982	127827	18400	8304
688066	航天宏图	126239536	2477312	3060319	392475	171183	10931
688068	热景生物	65532929	1270772	961780	364985	0	10800
688069	德林海	49602964	1427518	2843290	53688	2431	3200
688077	大地熊	46286160	1026256	1860538	373277	23549	59889
688078	龙软科技	30495183	241671	956577	435229	1600	1600
688080	映翰通	35066905	44150	457563	31733	2300	2720
688081	兴图新科	35346844	748138	799639	210030	1400	1200
688085	三友医疗	68186567	1908223	4799179	736319	14586	15232
688086	紫晶存储	199544199	3148231	8721106	263335	12775	9751
688088	虹软科技	217984838	15416895	15916173	1868931	57604	32453
688089	嘉必优	114908607	3504808	3159469	258355	2974	102644
688090	瑞松科技	69449100	661670	431384	160581	9000	12811
688093	世华科技	53422574	1279758	2095116	465468	7834	5200
688095	福昕软件	153545038	7383763	5831812	40337	7287	2000
688096	京源环保	36773187	237823	310725	357014	1800	0
688098	申联生物	47028773	817013	1796433	580960	139662	124479
688099	晶晨股份	67196288	7423876	7670318	417935	46001	39058
688100	威胜信息	54445379	378925	1409923	1482868	1197	12704
688101	三达膜	88999229	1687321	2587167	0	0	0
688106	金宏气体	319000870	6782383	6743714	533623	33119	33200
688108	赛诺医疗	121051817	1284369	1234688	1148587	5800	294119
688111	金山办公	758749538	35306690	37620114	1224608	61250	51077
688116	天奈科技	148123153	23171732	13815764	2043175	426051	47493
688118	普元信息	54233936	631631	1630822	328861	0	0
688122	西部超导	206414820	25754857	17501442	1809900	0	0
688123	聚辰股份	140523408	5069445	4245424	681129	9858	16462
688126	沪硅产业	721052799	27447334	35176221	17927555	258768	471302
688127	蓝特光学	62289604	6673741	7415365	661858	47986	28478
688128	中国电研	77670760	515696	1421183	551185	6439	1198
688129	东来技术	34195314	838919	1151544	293493	58	158300
688133	泰坦科技	46837468	10505628	7788230	759882	13201	32661
688135	利扬芯片	85914453	17796378	21023478	168864	10900	0
688136	科兴制药	115095425	45090342	33337628	0	0	0
688138	清溢光电	83035277	7288457	5930323	786996	252400	30174
688139	海尔生物	191107264	6852313	8696098	2012958	18990	51972
