代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh600388	龙净环保	　9.29	-0.30	-3.128%	9.28	9.29	9.59	9.64	9.64	9.20	124,411	11,658.32	股吧
sh600392	盛和资源	　8.13	-0.52	-6.012%	8.13	8.14	8.65	8.72	8.78	8.01	794,062	65,994.21	股吧
sh600398	海澜之家	　6.72	+0.10	+1.511%	6.72	6.73	6.62	6.62	6.72	6.54	162,582	10,760.25	股吧
sh600409	三友化工	　8.38	-0.10	-1.179%	8.38	8.39	8.48	8.58	8.69	8.20	331,943	28,053.25	股吧
sh600410	华胜天成	　9.40	-0.33	-3.392%	9.40	9.41	9.73	9.75	9.78	9.30	198,636	18,831.30	股吧
sh600415	小商品城	　5.11	-0.24	-4.486%	5.11	5.13	5.35	5.36	5.37	5.10	300,763	15,652.58	股吧
sh600418	江淮汽车	　12.24	+1.11	+9.973%	12.24	0.00	11.13	11.26	12.24	11.05	3,194,326	374,006.40	股吧
sh600426	华鲁恒升	　34.72	+0.08	+0.231%	34.72	34.73	34.64	35.00	36.33	34.28	153,906	54,337.14	股吧
sh600435	北方导航	　8.28	-0.14	-1.663%	8.27	8.28	8.42	8.43	8.45	8.20	155,362	12,901.39	股吧
sh600446	金证股份	　16.81	-0.58	-3.335%	16.81	16.82	17.39	17.39	17.50	16.78	126,275	21,439.19	股吧
sh600460	士兰微	　19.88	-0.22	-1.095%	19.88	19.89	20.10	20.09	20.17	19.33	858,333	169,469.10	股吧
sh600466	蓝光发展	　4.91	-0.06	-1.207%	4.90	4.91	4.97	4.96	4.98	4.86	182,844	8,980.89	股吧
sh600486	扬农化工	　117.83	-1.96	-1.636%	117.83	118.00	119.79	120.00	121.46	116.30	24,643	29,297.20	股吧
sh600497	驰宏锌锗	　4.57	-0.02	-0.436%	4.56	4.57	4.59	4.73	4.78	4.50	856,074	39,622.17	股吧
sh600500	中化国际	　5.03	-0.13	-2.519%	5.03	5.04	5.16	5.16	5.21	4.99	245,092	12,406.30	股吧
sh600507	方大特钢	　6.64	-0.12	-1.775%	6.64	6.65	6.76	6.84	6.92	6.38	731,441	48,010.31	股吧
sh600511	国药股份	　61.37	+2.67	+4.549%	61.37	61.38	58.70	57.50	62.95	57.11	629,302	380,528.28	股吧
sh600515	海航基础	　6.12	-0.27	-4.225%	6.12	6.13	6.39	6.36	6.39	6.07	463,806	28,722.29	股吧
sh600516	方大炭素	　6.70	-0.09	-1.325%	6.67	6.70	6.79	6.86	6.90	6.55	671,736	44,973.66	股吧
sh600517	国网英大	　5.72	-0.26	-4.348%	5.72	5.73	5.98	5.98	6.02	5.65	329,036	19,072.89	股吧
sh600528	中铁工业	　9.14	+0.01	+0.110%	9.13	9.14	9.13	9.12	9.19	9.07	73,797	6,731.68	股吧
代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh600529	山东药玻	　49.95	+0.04	+0.080%	49.95	49.96	49.91	49.79	51.50	48.58	421,160	209,997.93	股吧
sh600535	天士力	　15.34	-0.47	-2.973%	15.34	15.35	15.81	15.85	15.88	15.26	103,104	15,939.46	股吧
sh600545	卓郎智能	　3.85	-0.16	-3.990%	3.85	3.86	4.01	4.03	4.03	3.85	139,773	5,483.97	股吧
sh600546	山煤国际	　8.79	0.00	0.000%	8.79	8.80	8.79	8.71	9.15	8.35	1,453,269	127,703.34	股吧
sh600549	厦门钨业	　14.47	-0.37	-2.493%	14.46	14.47	14.84	14.99	15.17	14.25	190,204	27,932.40	股吧
sh600556	天下秀	　13.36	-0.04	-0.299%	13.36	13.46	13.40	13.36	13.65	13.30	74,458	10,022.11	股吧
sh600563	法拉电子	　93.98	-0.79	-0.834%	93.82	93.98	94.77	93.80	94.34	91.00	31,149	28,892.76	股吧
sh600566	济川药业	　21.56	-0.26	-1.192%	21.56	21.59	21.82	21.82	21.91	21.51	29,411	6,375.87	股吧
sh600567	山鹰国际	　3.11	-0.05	-1.582%	3.11	3.12	3.16	3.16	3.17	3.09	437,176	13,629.99	股吧
sh600572	康恩贝	　5.07	+0.03	+0.595%	5.04	5.07	5.04	5.03	5.07	4.98	223,395	11,189.93	股吧
sh600575	淮河能源	　2.19	-0.03	-1.351%	2.19	2.20	2.22	2.23	2.24	2.18	334,758	7,373.90	股吧
sh600580	卧龙电驱	　13.92	-0.19	-1.347%	13.92	13.93	14.11	14.10	14.32	13.70	298,518	41,556.70	股吧
sh600582	天地科技	　3.20	+0.01	+0.313%	3.19	3.20	3.19	3.18	3.28	3.16	213,512	6,845.61	股吧
sh600597	光明乳业	　14.92	-0.34	-2.228%	14.92	14.93	15.26	15.25	15.30	14.75	133,545	19,971.80	股吧
sh600598	北大荒	　17.10	+0.07	+0.411%	17.10	17.11	17.03	16.99	17.23	16.85	140,783	23,993.04	股吧
sh600623	华谊集团	　6.30	-0.30	-4.545%	6.30	6.31	6.60	6.57	6.68	6.27	292,008	18,760.89	股吧
sh600633	浙数文化	　8.49	-0.29	-3.303%	8.49	8.50	8.78	8.78	8.79	8.36	103,900	8,854.64	股吧
sh600639	浦东金桥	　12.90	0.00	0.000%	12.90	12.93	12.90	12.83	13.04	12.73	46,188	5,950.63	股吧
sh600640	号百控股	　13.49	-0.83	-5.796%	13.49	13.50	14.32	14.34	14.47	13.24	65,704	8,947.04	股吧
sh600642	申能股份	　5.34	-0.05	-0.928%	5.34	5.35	5.39	5.38	5.38	5.20	173,961	9,163.62	股吧
sh600643	爱建集团	　7.93	-0.13	-1.613%	7.93	7.94	8.06	8.09	8.09	7.88	107,807	8,573.39	股吧
sh600645	中源协和	　20.44	-0.31	-1.494%	20.44	20.45	20.75	20.77	21.03	20.29	66,592	13,728.83	股吧
sh600648	外高桥	　14.25	+0.10	+0.707%	14.24	14.25	14.15	14.15	14.25	13.87	57,209	8,005.32	股吧
sh600649	城投控股	　5.51	-0.04	-0.721%	5.50	5.51	5.55	5.55	5.57	5.43	78,612	4,322.02	股吧
sh600657	信达地产	　4.23	-0.11	-2.535%	4.23	4.24	4.34	4.37	4.37	4.21	67,780	2,901.95	股吧
sh600664	哈药股份	　3.25	-0.03	-0.915%	3.25	3.26	3.28	3.27	3.32	3.24	102,890	3,365.76	股吧
sh600667	太极实业	　9.92	-0.31	-3.030%	9.92	9.93	10.23	10.21	10.23	9.82	371,724	36,950.07	股吧
sh600673	东阳光	　5.35	-0.02	-0.372%	5.35	5.36	5.37	5.37	5.44	5.30	104,978	5,627.53	股吧
sh600675	中华企业	　3.68	-0.06	-1.604%	3.68	3.69	3.74	3.72	3.74	3.68	46,239	1,713.13	股吧
sh600699	均胜电子	　23.49	-0.10	-0.424%	23.48	23.49	23.59	23.66	23.85	23.21	104,642	24,492.12	股吧
sh600704	物产中大	　4.59	+0.04	+0.879%	4.58	4.59	4.55	4.55	4.59	4.52	276,564	12,595.12	股吧
sh600707	彩虹股份	　6.30	+0.04	+0.639%	6.30	6.31	6.26	6.20	6.35	6.12	1,105,511	69,174.08	股吧
sh600717	天津港	　4.60	-0.09	-1.919%	4.60	4.62	4.69	4.69	4.70	4.59	87,146	4,035.07	股吧
sh600718	东软集团	　10.95	-0.13	-1.173%	10.95	10.96	11.08	11.08	11.20	10.90	91,256	10,065.27	股吧
sh600728	佳都科技	　8.36	-0.40	-4.566%	8.35	8.36	8.76	8.70	8.77	8.28	276,294	23,321.87	股吧
sh600729	重庆百货	　29.54	+0.09	+0.306%	29.53	29.54	29.45	29.44	29.69	29.18	22,084	6,494.69	股吧
sh600733	北汽蓝谷	　7.81	-0.30	-3.699%	7.81	7.83	8.11	8.08	8.26	7.81	564,117	44,937.36	股吧
sh600737	中粮糖业	　8.60	0.00	0.000%	8.60	8.61	8.60	8.63	8.66	8.49	208,373	17,876.74	股吧
sh600739	辽宁成大	　24.51	+0.09	+0.369%	24.51	24.53	24.42	24.57	24.68	24.21	236,833	57,975.07	股吧
sh600748	上实发展	　5.11	-0.05	-0.969%	5.10	5.11	5.16	5.17	5.18	5.07	71,670	3,659.93	股吧
sh600754	锦江酒店	　50.10	-1.27	-2.472%	50.10	50.14	51.37	51.80	51.82	49.61	28,003	14,134.31	股吧
sh600755	厦门国贸	　6.86	-0.05	-0.724%	6.85	6.86	6.91	6.91	6.93	6.79	122,193	8,355.09	股吧
sh600765	中航重机	　18.48	-2.05	-9.985%	0.00	18.48	20.53	20.22	20.90	18.48	544,561	106,924.22	股吧
sh600776	东方通信	　12.37	-0.15	-1.198%	12.36	12.37	12.52	12.50	12.51	12.20	50,843	6,271.25	股吧
sh600782	新钢股份	　4.55	-0.19	-4.008%	4.54	4.55	4.74	4.78	4.82	4.52	605,651	28,154.65	股吧
sh600787	中储股份	　4.61	-0.04	-0.860%	4.61	4.62	4.65	4.65	4.65	4.58	50,598	2,330.03	股吧
sh600801	华新水泥	　22.96	-0.63	-2.671%	22.95	22.96	23.59	23.64	23.74	22.81	130,108	30,133.52	股吧
sh600804	鹏博士	　7.15	-0.16	-2.189%	7.15	7.16	7.31	7.30	7.35	7.03	231,399	16,568.99	股吧
sh600808	马钢股份	　2.78	+0.04	+1.460%	2.77	2.78	2.74	2.76	2.80	2.68	658,306	17,978.94	股吧
sh600811	东方集团	　3.75	-0.12	-3.101%	3.74	3.75	3.87	3.87	3.89	3.72	275,895	10,443.38	股吧
sh600820	隧道股份	　5.61	-0.02	-0.355%	5.61	5.62	5.63	5.62	5.69	5.61	98,784	5,564.76	股吧
sh600823	世茂股份	　5.63	-0.06	-1.054%	5.62	5.63	5.69	5.71	5.88	5.63	221,823	12,825.69	股吧
sh600827	百联股份	　13.17	+0.12	+0.920%	13.17	13.20	13.05	12.98	13.92	12.98	261,277	34,974.09	股吧
sh600835	上海机电	　19.10	-0.07	-0.365%	19.00	19.10	19.17	19.22	19.30	18.53	61,129	11,513.18	股吧
sh600839	四川长虹	　3.01	0.00	0.000%	3.00	3.01	3.01	3.01	3.07	2.93	716,431	21,403.22	股吧
sh600859	王府井	　30.88	-1.38	-4.278%	30.87	30.88	32.26	32.25	32.45	30.60	141,672	44,341.09	股吧
sh600862	中航高科	　24.51	-0.51	-2.038%	24.51	24.68	25.02	25.02	25.45	24.50	130,332	32,472.41	股吧
sh600863	内蒙华电	　2.55	-0.01	-0.391%	2.55	2.56	2.56	2.56	2.57	2.55	99,613	2,550.04	股吧
sh600867	通化东宝	　13.32	-0.12	-0.893%	13.32	13.33	13.44	13.40	13.43	12.50	510,198	65,919.48	股吧
sh600869	智慧能源	　3.71	-0.09	-2.368%	3.71	3.72	3.80	3.81	3.81	3.67	159,844	5,944.38	股吧
sh600871	石化油服	　2.20	+0.02	+0.917%	2.20	2.21	2.18	2.25	2.32	2.12	1,343,132	29,536.28	股吧
sh600875	东方电气	　9.90	-0.29	-2.846%	9.90	9.91	10.19	10.16	10.26	9.80	287,605	28,580.16	股吧
sh600879	航天电子	　6.40	-0.17	-2.588%	6.40	6.41	6.57	6.56	6.58	6.36	390,789	25,174.62	股吧
sh600881	亚泰集团	　3.08	-0.07	-2.222%	3.08	3.09	3.15	3.15	3.17	3.06	105,947	3,290.07	股吧
sh600884	杉杉股份	　15.93	-0.15	-0.933%	15.92	15.93	16.08	15.98	16.15	15.55	552,937	87,465.45	股吧
sh600885	宏发股份	　49.45	-0.46	-0.922%	49.45	49.49	49.91	50.01	50.46	49.09	49,770	24,810.83	股吧
sh600895	张江高科	　17.80	-0.12	-0.670%	17.80	17.82	17.92	17.86	17.97	17.76	69,476	12,402.90	股吧
sh600901	江苏租赁	　5.63	-0.10	-1.745%	5.63	5.65	5.73	5.75	5.75	5.60	115,663	6,528.57	股吧
sh600903	贵州燃气	　12.09	-0.09	-0.739%	12.09	12.10	12.18	12.30	12.30	11.98	115,208	13,909.56	股吧
sh600908	无锡银行	　5.84	-0.05	-0.849%	5.83	5.84	5.89	5.90	5.94	5.81	166,942	9,770.07	股吧
sh600909	华安证券	　7.88	-0.04	-0.505%	7.88	7.89	7.92	7.91	7.92	7.81	420,195	33,061.54	股吧
sh600917	重庆燃气	　7.13	+0.01	+0.140%	7.12	7.13	7.12	7.10	7.14	7.05	31,106	2,209.06	股吧
sh600928	西安银行	　5.61	+0.08	+1.447%	5.61	5.62	5.53	5.50	5.62	5.47	511,398	28,432.35	股吧
sh600959	江苏有线	　3.44	-0.05	-1.433%	3.43	3.44	3.49	3.49	3.49	3.39	263,924	9,057.58	股吧
sh600967	内蒙一机	　9.58	-0.23	-2.345%	9.57	9.58	9.81	9.81	9.82	9.51	176,343	16,992.06	股吧
sh600968	海油发展	　2.50	+0.04	+1.626%	2.49	2.50	2.46	2.48	2.50	2.45	681,546	16,895.07	股吧
sh600970	中材国际	　7.13	-0.13	-1.791%	7.12	7.13	7.26	7.30	7.33	7.02	249,334	17,779.06	股吧
sh600985	淮北矿业	　11.33	-0.36	-3.080%	11.32	11.33	11.69	11.85	11.98	11.33	261,046	30,379.93	股吧
sh601000	唐山港	　2.47	-0.03	-1.200%	2.46	2.47	2.50	2.49	2.52	2.45	329,192	8,157.94	股吧
sh601003	柳钢股份	　5.24	+0.07	+1.354%	5.24	5.25	5.17	5.20	5.24	5.14	284,581	14,794.83	股吧
代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh601005	重庆钢铁	　1.54	-0.03	-1.911%	1.54	1.55	1.57	1.57	1.60	1.53	720,188	11,213.90	股吧
sh601016	节能风电	　2.71	-0.03	-1.095%	2.70	2.71	2.74	2.72	2.73	2.66	390,397	10,495.01	股吧
sh601068	中铝国际	　3.66	-0.07	-1.877%	3.63	3.66	3.73	3.73	3.75	3.59	60,530	2,207.16	股吧
sh601098	中南传媒	　10.31	-0.11	-1.056%	10.29	10.31	10.42	10.45	10.47	10.17	68,565	7,048.25	股吧
sh601099	太平洋	　3.81	-0.07	-1.804%	3.81	3.82	3.88	3.87	3.88	3.77	1,288,703	49,168.23	股吧
sh601106	中国一重	　2.91	-0.04	-1.356%	2.90	2.91	2.95	2.94	2.96	2.87	190,775	5,539.98	股吧
sh601118	海南橡胶	　5.02	-0.04	-0.791%	5.02	5.03	5.06	5.08	5.15	4.97	298,419	15,025.01	股吧
sh601127	小康股份	　16.19	+0.24	+1.505%	16.19	16.20	15.95	16.07	16.40	15.25	462,729	73,516.54	股吧
sh601128	常熟银行	　7.11	-0.08	-1.113%	7.11	7.12	7.19	7.16	7.24	7.10	215,541	15,407.25	股吧
sh601139	深圳燃气	　7.24	-0.12	-1.630%	7.24	7.25	7.36	7.37	7.42	7.20	111,631	8,135.45	股吧
sh601168	西部矿业	　13.03	+0.20	+1.559%	13.03	13.04	12.83	13.40	14.00	12.60	939,838	124,747.04	股吧
sh601179	中国西电	　4.25	-0.18	-4.063%	4.25	4.26	4.43	4.42	4.42	4.23	302,087	12,981.32	股吧
sh601200	上海环境	　11.40	0.00	0.000%	11.39	11.40	11.40	11.39	11.43	11.26	68,032	7,718.99	股吧
sh601228	广州港	　3.27	-0.08	-2.388%	3.27	3.28	3.35	3.35	3.36	3.25	161,131	5,294.12	股吧
sh601233	桐昆股份	　18.88	-0.12	-0.632%	18.81	18.88	19.00	19.20	19.72	18.40	735,256	140,383.03	股吧
sh601298	青岛港	　5.90	-0.04	-0.673%	5.89	5.90	5.94	5.95	5.97	5.82	137,873	8,095.72	股吧
sh601333	广深铁路	　2.26	-0.03	-1.310%	2.26	2.27	2.29	2.29	2.30	2.23	249,975	5,647.07	股吧
sh601456	国联证券	　20.13	+0.63	+3.231%	20.13	20.14	19.50	19.51	20.13	19.36	806,755	159,720.10	股吧
sh601512	中新集团	　11.18	+0.16	+1.452%	11.18	11.19	11.02	11.03	11.28	10.87	77,068	8,538.17	股吧
sh601598	中国外运	　4.36	-0.16	-3.540%	4.36	4.37	4.52	4.50	4.57	4.31	411,535	18,112.40	股吧
sh601608	中信重工	　3.61	-0.05	-1.366%	3.60	3.61	3.66	3.67	3.68	3.57	131,288	4,732.62	股吧
sh601611	中国核建	　7.10	-0.23	-3.138%	7.10	7.11	7.33	7.34	7.35	7.04	237,976	16,995.39	股吧
sh601615	明阳智能	　17.09	-0.59	-3.337%	17.09	17.10	17.68	17.72	17.98	16.66	455,024	78,393.80	股吧
sh601689	拓普集团	　36.76	-1.35	-3.542%	36.75	36.76	38.11	38.29	38.60	36.28	124,892	46,355.18	股吧
sh601699	潞安环能	　6.40	-0.07	-1.082%	6.40	6.41	6.47	6.60	6.69	6.38	394,444	25,739.92	股吧
sh601717	郑煤机	　10.87	-0.49	-4.313%	10.87	10.88	11.36	11.40	11.70	10.74	658,299	73,087.18	股吧
sh601718	际华集团	　3.05	-0.05	-1.613%	3.04	3.05	3.10	3.10	3.12	3.02	328,266	10,062.08	股吧
sh601778	晶科科技	　6.84	0.00	0.000%	6.84	6.85	6.84	6.82	6.93	6.76	178,929	12,258.08	股吧
sh601799	星宇股份	　190.03	+2.71	+1.447%	190.03	190.07	187.32	189.75	191.68	187.00	12,153	23,114.94	股吧
sh601801	皖新传媒	　4.90	-0.09	-1.804%	4.89	4.90	4.99	5.00	5.00	4.87	94,545	4,646.29	股吧
sh601828	美凯龙	　8.90	-0.05	-0.559%	8.86	8.90	8.95	8.91	8.91	8.53	99,125	8,655.44	股吧
sh601860	紫金银行	　4.24	-0.07	-1.624%	4.24	4.25	4.31	4.28	4.30	4.22	573,040	24,405.95	股吧
sh601865	福莱特	　32.55	+0.33	+1.024%	32.55	32.56	32.22	32.22	33.07	31.85	210,831	68,364.60	股吧
sh601866	中远海发	　2.74	-0.12	-4.196%	2.74	2.75	2.86	2.85	2.89	2.72	1,070,566	29,688.71	股吧
sh601869	长飞光纤	　28.39	+0.18	+0.638%	28.38	28.39	28.21	28.18	28.76	27.87	13,404	3,791.06	股吧
sh601880	大连港	　1.92	-0.03	-1.538%	1.91	1.92	1.95	1.94	1.95	1.91	274,225	5,276.26	股吧
sh601928	凤凰传媒	　6.90	+0.04	+0.583%	6.89	6.90	6.86	6.87	6.92	6.82	47,232	3,247.39	股吧
sh601958	金钼股份	　6.00	+0.04	+0.671%	6.00	6.01	5.96	6.05	6.13	5.93	122,301	7,347.94	股吧
sh601966	N玲珑	　32.65	+0.09	+0.276%	32.62	32.65	32.56	31.28	33.07	31.18	162,002	52,622.24	股吧
sh601969	海南矿业	　6.44	-0.13	-1.979%	6.44	6.45	6.57	6.78	6.96	6.31	263,677	17,469.34	股吧
sh601975	招商南油	　2.50	-0.02	-0.794%	2.50	2.51	2.52	2.52	2.52	2.48	411,051	10,262.69	股吧
sh601992	金隅集团	　3.07	+0.03	+0.987%	3.04	3.07	3.04	3.04	3.07	3.00	427,931	12,987.22	股吧
sh601997	贵阳银行	　8.03	-0.07	-0.864%	8.03	8.05	8.10	8.12	8.13	8.01	445,618	35,932.22	股吧
sh603000	人民网	　16.55	-0.20	-1.194%	16.55	16.56	16.75	16.76	16.80	16.42	47,337	7,846.92	股吧
sh603056	德邦股份	　13.23	-0.28	-2.073%	13.22	13.23	13.51	13.50	13.50	13.14	36,696	4,869.69	股吧
sh603077	和邦生物	　1.37	-0.03	-2.143%	1.37	1.38	1.40	1.40	1.40	1.36	826,891	11,396.66	股吧
sh603198	迎驾贡酒	　35.08	+0.68	+1.977%	35.07	35.08	34.40	34.00	36.48	33.75	333,345	116,552.70	股吧
sh603225	新凤鸣	　12.75	+0.58	+4.766%	12.75	12.76	12.17	12.27	13.10	12.27	125,005	15,882.53	股吧
sh603228	景旺电子	　29.85	-0.21	-0.699%	29.84	29.85	30.06	30.08	30.30	29.11	50,986	15,096.68	股吧
sh603256	宏和科技	　10.06	-0.38	-3.640%	10.06	10.07	10.44	10.40	10.44	9.96	75,349	7,648.11	股吧
sh603260	合盛硅业	　37.11	-0.34	-0.908%	37.08	37.11	37.45	37.66	37.86	36.31	71,893	26,629.20	股吧
sh603290	斯达半导	　275.03	+3.38	+1.244%	275.03	275.09	271.65	267.34	280.00	262.63	38,710	105,344.97	股吧
