代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh600115	东方航空	　5.06	-0.10	-1.938%	5.06	5.07	5.16	5.21	5.23	5.04	474,433	24,156.50	股吧
sh600118	中国卫星	　33.84	-0.11	-0.324%	33.84	33.85	33.95	33.79	34.09	33.36	88,419	29,848.15	股吧
sh600170	上海建工	　3.09	+0.01	+0.325%	3.09	3.10	3.08	3.09	3.10	3.07	211,153	6,512.83	股吧
sh600176	中国巨石	　16.68	0.00	0.000%	0.00	0.00	16.68	0.00	0.00	0.00	0	0.00	股吧
sh600177	雅戈尔	　7.35	-0.05	-0.676%	7.35	7.36	7.40	7.40	7.42	7.32	147,473	10,839.33	股吧
sh600183	生益科技	　29.43	+0.68	+2.365%	29.42	29.43	28.75	29.08	30.20	29.08	492,986	146,500.63	股吧
sh600188	兖州煤业	　11.14	+0.07	+0.632%	11.13	11.14	11.07	11.12	11.18	10.85	328,187	36,262.09	股吧
sh600196	复星医药	　55.29	-0.11	-0.199%	55.29	55.30	55.40	54.27	55.80	54.00	596,712	327,126.14	股吧
sh600208	新湖中宝	　3.25	-0.03	-0.915%	3.25	3.26	3.28	3.27	3.28	3.23	311,912	10,136.01	股吧
sh600219	南山铝业	　2.77	0.00	0.000%	2.76	2.77	2.77	2.76	2.79	2.72	1,255,233	34,508.45	股吧
sh600221	海航控股	　1.61	0.00	0.000%	1.60	1.61	1.61	1.62	1.63	1.59	744,722	11,961.34	股吧
sh600233	圆通速递	　13.49	+0.21	+1.581%	13.48	13.49	13.28	13.26	13.55	13.22	149,238	20,026.15	股吧
sh600271	航天信息	　14.06	-0.12	-0.846%	14.06	14.07	14.18	14.17	14.17	14.00	59,709	8,391.54	股吧
sh600276	恒瑞医药	　91.32	+1.33	+1.478%	91.32	91.33	89.99	89.89	91.50	89.50	301,797	274,164.65	股吧
sh600297	广汇汽车	　3.39	-0.04	-1.166%	3.38	3.39	3.43	3.41	3.42	3.38	577,195	19,579.48	股吧
sh600299	安迪苏	　12.66	+0.07	+0.556%	12.66	12.67	12.59	12.54	12.67	12.46	64,330	8,085.38	股吧
sh600309	万华化学	　84.36	+1.21	+1.455%	84.35	84.36	83.15	83.33	85.45	82.93	140,837	118,982.41	股吧
sh600332	白云山	　31.30	-0.06	-0.191%	31.29	31.30	31.36	31.28	31.43	31.02	54,363	16,954.49	股吧
sh600340	华夏幸福	　14.64	-0.16	-1.081%	14.63	14.64	14.80	14.80	14.83	14.57	94,649	13,856.41	股吧
sh600346	恒力石化	　25.69	+0.57	+2.269%	25.69	25.70	25.12	25.23	25.75	24.94	234,892	59,635.47	股吧
sh600352	浙江龙盛	　14.57	-0.03	-0.205%	14.56	14.57	14.60	14.60	14.64	14.37	313,180	45,356.64	股吧
sh600362	江西铜业	　21.18	+0.78	+3.824%	21.18	21.19	20.40	20.41	21.20	20.32	701,089	145,933.90	股吧
sh600369	西南证券	　5.46	-0.10	-1.799%	5.46	5.47	5.56	5.52	5.54	5.40	427,809	23,330.62	股吧
sh600372	中航电子	　17.88	+0.29	+1.649%	17.87	17.88	17.59	17.70	18.04	17.36	194,869	34,608.64	股吧
sh600383	金地集团	　14.59	-0.39	-2.603%	14.59	14.60	14.98	14.98	15.03	14.52	312,079	45,733.60	股吧
sh600390	五矿资本	　7.39	-0.09	-1.203%	7.38	7.39	7.48	7.45	7.49	7.34	179,162	13,231.12	股吧
sh600398	海澜之家	　6.71	-0.03	-0.445%	6.70	6.71	6.74	6.74	6.76	6.67	57,140	3,827.83	股吧
sh600406	国电南瑞	　22.54	-0.02	-0.089%	22.54	22.55	22.56	22.55	22.68	22.25	148,038	33,234.44	股吧
sh600436	片仔癀	　229.85	+5.73	+2.557%	229.85	229.86	224.12	225.00	230.68	224.35	37,016	84,301.74	股吧
sh600438	通威股份	　29.40	-0.62	-2.065%	29.39	29.40	30.02	29.88	30.13	28.91	790,008	231,615.59	股吧
sh600482	中国动力	　17.48	+0.12	+0.691%	17.47	17.48	17.36	17.36	17.49	17.24	32,711	5,687.04	股吧
sh600487	亨通光电	　14.86	+0.02	+0.135%	14.85	14.86	14.84	14.83	14.88	14.76	109,387	16,208.24	股吧
sh600489	中金黄金	　9.59	+0.04	+0.419%	9.58	9.59	9.55	9.56	9.62	9.51	229,592	21,970.54	股吧
sh600498	烽火通信	　24.98	-0.19	-0.755%	24.98	24.99	25.17	25.20	25.24	24.93	64,598	16,158.91	股吧
sh600516	方大炭素	　6.65	+0.02	+0.302%	6.65	6.66	6.63	6.63	6.66	6.54	318,561	21,042.22	股吧
sh600519	贵州茅台	　1793.11	+44.11	+2.522%	1793.11	1793.84	1749.00	1752.00	1800.10	1752.00	62,491	1,117,604.88	股吧
sh600522	中天科技	　10.82	-0.06	-0.551%	10.81	10.82	10.88	10.85	10.89	10.75	213,307	23,038.39	股吧
sh600547	山东黄金	　24.36	+0.03	+0.123%	24.35	24.36	24.33	24.32	24.45	24.20	167,140	40,656.26	股吧
sh600570	恒生电子	　94.30	+1.12	+1.202%	94.29	94.30	93.18	93.00	94.34	92.00	103,958	97,227.31	股吧
sh600583	海油工程	　4.66	-0.04	-0.851%	4.65	4.66	4.70	4.67	4.70	4.60	220,329	10,238.94	股吧
sh600585	海螺水泥	　55.87	+0.40	+0.721%	55.86	55.87	55.47	55.44	55.87	54.89	163,765	90,531.80	股吧
sh600588	用友网络	　44.11	-0.16	-0.361%	44.11	44.12	44.27	44.15	44.60	43.61	194,023	85,735.40	股吧
sh600606	绿地控股	　6.48	-0.07	-1.069%	6.48	6.49	6.55	6.54	6.55	6.43	447,083	28,950.28	股吧
sh600637	东方明珠	　9.64	-0.11	-1.128%	9.63	9.64	9.75	9.75	9.78	9.59	121,620	11,736.90	股吧
sh600655	豫园股份	　9.09	-0.03	-0.329%	9.07	9.09	9.12	9.10	9.12	9.00	52,872	4,789.14	股吧
sh600660	福耀玻璃	　39.07	-0.13	-0.332%	39.07	39.08	39.20	39.40	39.96	38.70	184,016	72,094.54	股吧
sh600674	川投能源	　10.36	-0.08	-0.766%	10.35	10.36	10.44	10.38	10.44	10.30	75,784	7,836.35	股吧
sh600690	海尔智家	　27.22	-0.13	-0.475%	27.22	27.23	27.35	27.24	27.29	26.54	436,190	117,202.40	股吧
sh600703	三安光电	　29.01	+0.06	+0.207%	29.01	29.02	28.95	28.79	29.20	27.96	709,489	202,812.96	股吧
sh600705	中航资本	　4.62	-0.08	-1.702%	4.62	4.63	4.70	4.70	4.70	4.58	497,005	22,958.62	股吧
sh600741	华域汽车	　30.43	-0.68	-2.186%	30.42	30.43	31.11	31.50	31.50	30.31	145,924	44,667.32	股吧
sh600745	闻泰科技	　110.62	+1.92	+1.766%	110.62	110.63	108.70	108.73	111.48	108.73	140,952	155,577.94	股吧
sh600760	中航沈飞	　62.70	+0.20	+0.320%	62.70	62.71	62.50	61.54	63.30	60.18	177,657	109,838.57	股吧
代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh600795	国电电力	　2.16	-0.02	-0.917%	2.16	2.17	2.18	2.19	2.19	2.16	356,816	7,744.46	股吧
sh600809	山西汾酒	　262.94	+5.60	+2.176%	262.94	262.95	257.34	256.30	266.19	256.10	64,086	168,590.66	股吧
sh600837	海通证券	　13.44	-0.20	-1.466%	13.44	13.45	13.64	13.62	13.63	13.38	563,268	75,772.00	股吧
sh600848	上海临港	　21.77	-0.28	-1.270%	21.77	21.78	22.05	21.86	22.00	21.68	19,213	4,188.12	股吧
sh600867	通化东宝	　13.70	-0.06	-0.436%	13.69	13.70	13.76	13.77	13.82	13.54	100,036	13,659.74	股吧
sh600886	国投电力	　9.33	-0.05	-0.533%	9.32	9.33	9.38	9.38	9.38	9.30	90,051	8,401.75	股吧
sh600887	伊利股份	　39.79	+0.85	+2.183%	39.78	39.79	38.94	39.23	39.88	38.99	529,296	209,596.10	股吧
sh600893	航发动力	　48.00	+1.70	+3.672%	48.00	48.01	46.30	46.35	48.33	45.37	341,226	160,276.18	股吧
sh600900	长江电力	　20.12	-0.12	-0.593%	20.12	20.13	20.24	20.24	20.28	19.98	239,192	48,061.43	股吧
sh600919	江苏银行	　6.25	-0.14	-2.191%	6.25	6.26	6.39	6.41	6.41	6.20	1,150,839	72,294.28	股吧
sh600926	杭州银行	　14.63	-0.01	-0.068%	14.62	14.63	14.64	14.54	14.72	14.31	266,623	38,677.89	股吧
sh600928	西安银行	　5.85	-0.41	-6.550%	5.85	5.86	6.26	6.05	6.08	5.80	878,957	51,993.93	股吧
sh600958	东方证券	　11.77	-0.21	-1.753%	11.77	11.78	11.98	11.93	11.93	11.68	433,286	51,015.55	股吧
sh600968	海油发展	　2.54	-0.01	-0.392%	2.53	2.54	2.55	2.53	2.56	2.50	450,949	11,407.93	股吧
sh600977	中国电影	　13.32	-0.07	-0.523%	13.32	13.33	13.39	13.34	13.42	13.24	101,602	13,517.06	股吧
sh600989	宝丰能源	　12.94	+0.48	+3.852%	12.93	12.94	12.46	12.37	13.05	12.29	402,534	51,208.01	股吧
sh600998	九州通	　17.90	-0.08	-0.445%	17.89	17.90	17.98	17.94	18.03	17.86	50,223	9,005.24	股吧
sh600999	招商证券	　23.84	+0.13	+0.548%	23.84	23.85	23.71	23.79	24.04	23.07	552,620	130,001.62	股吧
sh601006	大秦铁路	　6.85	-0.04	-0.581%	6.84	6.85	6.89	6.89	6.90	6.82	306,429	20,954.44	股吧
sh601009	南京银行	　8.52	-0.22	-2.517%	8.51	8.52	8.74	8.64	8.66	8.41	551,218	46,870.58	股吧
sh601012	隆基股份	　69.24	-0.19	-0.274%	69.23	69.24	69.43	69.45	69.66	67.60	371,772	254,461.40	股吧
sh601018	宁波港	　3.95	0.00	0.000%	3.94	3.95	3.95	3.95	3.95	3.91	104,561	4,108.95	股吧
sh601021	春秋航空	　51.40	-0.14	-0.272%	51.40	51.43	51.54	51.54	52.18	50.99	39,984	20,540.46	股吧
sh601066	中信建投	　44.03	-0.64	-1.433%	44.02	44.03	44.67	44.35	44.37	43.58	229,375	100,744.05	股吧
sh601077	渝农商行	　4.71	-0.11	-2.282%	4.71	4.72	4.82	4.77	4.77	4.69	784,206	37,084.79	股吧
sh601088	中国神华	　18.89	-0.18	-0.944%	18.88	18.89	19.07	19.02	19.05	18.67	422,878	79,689.34	股吧
sh601100	恒立液压	　99.02	+2.53	+2.622%	99.01	99.02	96.49	95.50	100.00	95.50	49,952	49,291.51	股吧
sh601108	财通证券	　13.47	-0.23	-1.679%	13.46	13.47	13.70	13.60	13.63	13.31	518,699	69,748.56	股吧
sh601111	中国国航	　8.10	-0.32	-3.800%	8.10	8.11	8.42	8.50	8.54	8.00	918,343	74,882.80	股吧
sh601117	中国化学	　6.29	-0.11	-1.719%	6.29	6.30	6.40	6.40	6.43	6.27	330,086	20,865.25	股吧
sh601138	工业富联	　13.84	-0.03	-0.216%	13.83	13.84	13.87	13.80	13.95	13.80	176,750	24,506.96	股吧
sh601155	新城控股	　35.89	-0.41	-1.129%	35.88	35.89	36.30	36.42	36.64	35.48	87,601	31,386.20	股吧
sh601162	天风证券	　6.38	-0.19	-2.892%	6.38	6.39	6.57	6.44	6.49	6.33	2,309,821	147,610.62	股吧
sh601166	兴业银行	　21.12	-0.12	-0.565%	21.11	21.12	21.24	21.19	21.21	20.70	1,035,196	216,599.71	股吧
sh601169	北京银行	　5.02	-0.04	-0.791%	5.01	5.02	5.06	5.05	5.05	4.95	819,635	40,938.57	股吧
sh601186	中国铁建	　8.56	-0.06	-0.696%	8.56	8.57	8.62	8.61	8.63	8.51	437,566	37,401.22	股吧
sh601198	东兴证券	　13.26	-0.24	-1.778%	13.26	13.27	13.50	13.41	13.48	13.15	187,357	24,845.66	股吧
sh601211	国泰君安	　18.89	-0.20	-1.048%	18.89	18.90	19.09	19.05	19.08	18.72	333,167	62,834.18	股吧
sh601212	白银有色	　3.01	+0.05	+1.689%	3.00	3.01	2.96	2.95	3.02	2.93	677,699	20,194.12	股吧
sh601216	君正集团	　5.29	-0.19	-3.467%	5.29	5.30	5.48	5.42	5.43	5.25	1,507,598	79,979.07	股吧
sh601225	陕西煤业	　10.11	+0.01	+0.099%	10.11	10.12	10.10	10.09	10.15	9.93	429,677	43,175.49	股吧
sh601229	上海银行	　8.14	-0.09	-1.094%	8.12	8.14	8.23	8.21	8.22	8.08	263,230	21,391.05	股吧
sh601231	环旭电子	　22.36	-0.22	-0.974%	22.36	22.37	22.58	22.60	22.82	22.19	119,486	26,759.04	股吧
sh601236	红塔证券	　17.33	-0.33	-1.869%	17.33	17.34	17.66	17.57	17.58	17.16	146,060	25,332.02	股吧
sh601238	广汽集团	　13.29	-0.12	-0.895%	13.28	13.29	13.41	13.29	13.57	13.17	294,975	39,264.42	股吧
sh601288	农业银行	　3.27	-0.04	-1.208%	3.27	3.28	3.31	3.31	3.31	3.26	2,016,991	66,068.44	股吧
sh601298	青岛港	　6.09	-0.04	-0.653%	6.08	6.09	6.13	6.10	6.12	6.06	81,866	4,982.24	股吧
sh601318	中国平安	　92.19	+0.32	+0.348%	92.19	92.20	91.87	92.05	92.53	90.19	489,295	446,492.76	股吧
sh601319	中国人保	　7.05	-0.15	-2.083%	7.05	7.06	7.20	7.10	7.15	7.01	1,085,901	76,769.04	股吧
sh601328	交通银行	　4.70	-0.03	-0.634%	4.69	4.70	4.73	4.73	4.73	4.67	1,135,147	53,245.97	股吧
sh601336	新华保险	　63.35	-0.64	-1.000%	63.34	63.35	63.99	63.35	63.87	62.07	140,384	88,310.82	股吧
sh601360	三六零	　17.33	+0.44	+2.605%	17.33	17.34	16.89	16.88	17.48	16.71	412,351	71,078.53	股吧
sh601377	兴业证券	　8.95	-0.25	-2.717%	8.95	8.96	9.20	9.11	9.11	8.89	1,161,524	104,131.12	股吧
sh601390	中国中铁	　5.65	-0.06	-1.051%	5.64	5.65	5.71	5.70	5.71	5.61	788,045	44,437.67	股吧
sh601398	工商银行	　5.31	-0.07	-1.301%	5.30	5.31	5.38	5.38	5.38	5.22	3,302,805	174,394.33	股吧
sh601555	东吴证券	　10.29	-0.19	-1.813%	10.29	10.30	10.48	10.40	10.42	10.17	390,839	40,096.46	股吧
sh601577	长沙银行	　10.15	-0.33	-3.149%	10.14	10.15	10.48	10.38	10.42	10.06	456,428	46,641.51	股吧
sh601600	中国铝业	　3.99	+0.04	+1.013%	3.98	3.99	3.95	3.87	3.99	3.87	1,555,202	61,268.26	股吧
sh601601	中国太保	　38.79	-0.19	-0.487%	38.78	38.79	38.98	38.96	39.05	37.98	382,473	147,363.57	股吧
sh601607	上海医药	　20.29	+0.01	+0.049%	20.29	20.30	20.28	20.32	20.38	20.19	94,144	19,062.79	股吧
sh601618	中国中冶	　2.75	-0.03	-1.079%	2.74	2.75	2.78	2.77	2.78	2.73	579,625	15,934.14	股吧
sh601628	中国人寿	　41.71	-0.42	-0.997%	41.71	41.72	42.13	41.95	41.95	41.40	193,790	80,674.00	股吧
sh601633	长城汽车	　25.39	+0.27	+1.075%	25.38	25.39	25.12	25.08	25.68	24.55	210,212	53,342.65	股吧
sh601658	邮储银行	　5.00	-0.12	-2.344%	5.00	5.01	5.12	5.06	5.11	4.89	850,344	42,558.14	股吧
sh601668	中国建筑	　5.30	-0.08	-1.487%	5.30	5.31	5.38	5.39	5.40	5.29	2,146,743	114,206.79	股吧
sh601669	中国电建	　4.13	-0.07	-1.667%	4.13	4.14	4.20	4.19	4.19	4.10	732,430	30,277.04	股吧
sh601688	华泰证券	　19.43	-0.20	-1.019%	19.43	19.44	19.63	19.65	19.65	19.28	578,295	112,274.77	股吧
sh601698	中国卫通	　20.00	-0.16	-0.794%	19.99	20.00	20.16	20.14	20.33	19.89	93,099	18,653.03	股吧
sh601727	上海电气	　5.31	-0.04	-0.748%	5.30	5.31	5.35	5.33	5.34	5.28	213,745	11,356.87	股吧
sh601766	中国中车	　5.63	-0.03	-0.530%	5.62	5.63	5.66	5.66	5.66	5.60	380,822	21,400.09	股吧
sh601788	光大证券	　19.43	-0.23	-1.170%	19.42	19.43	19.66	19.47	19.55	19.11	385,894	74,470.46	股吧
sh601800	中国交建	　7.79	-0.11	-1.392%	7.79	7.80	7.90	7.90	7.90	7.76	331,485	25,848.56	股吧
sh601808	中海油服	　13.85	-0.03	-0.216%	13.84	13.85	13.88	13.79	14.05	13.49	137,038	18,809.77	股吧
sh601816	京沪高铁	　5.91	-0.06	-1.005%	5.90	5.91	5.97	5.95	5.98	5.86	498,155	29,409.08	股吧
sh601818	光大银行	　4.31	-0.01	-0.231%	4.30	4.31	4.32	4.32	4.32	4.22	1,365,775	58,337.63	股吧
sh601828	美凯龙	　9.25	-0.03	-0.323%	9.25	9.26	9.28	9.26	9.29	9.23	23,628	2,184.94	股吧
sh601838	成都银行	　11.53	-0.35	-2.946%	11.52	11.53	11.88	11.69	11.78	11.31	542,102	62,449.36	股吧
sh601857	中国石油	　4.29	-0.01	-0.233%	4.28	4.29	4.30	4.30	4.31	4.26	811,279	34,717.58	股吧
sh601877	正泰电器	　33.29	+0.37	+1.124%	33.29	33.30	32.92	32.91	33.36	32.75	74,789	24,763.93	股吧
sh601878	浙商证券	　16.28	-0.22	-1.333%	16.27	16.28	16.50	16.42	16.44	16.10	445,876	72,454.14	股吧
代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh601881	中国银河	　13.15	-0.22	-1.645%	13.15	13.16	13.37	13.30	13.35	13.05	356,364	46,791.30	股吧
sh601888	中国中免	　196.43	+1.50	+0.770%	196.43	196.44	194.93	194.00	197.60	192.30	73,114	142,994.12	股吧
sh601898	中煤能源	　4.40	0.00	0.000%	4.40	4.41	4.40	4.42	4.42	4.33	167,992	7,349.85	股吧
sh601899	紫金矿业	　9.13	+0.27	+3.047%	9.13	9.14	8.86	8.88	9.15	8.75	2,677,969	240,857.20	股吧
sh601901	方正证券	　9.20	-0.22	-2.335%	9.20	9.21	9.42	9.35	9.40	9.08	452,987	41,723.77	股吧
sh601916	浙商银行	　4.19	-0.08	-1.874%	4.19	4.20	4.27	4.23	4.24	4.18	644,293	27,085.35	股吧
sh601919	中远海控	　9.78	+0.16	+1.663%	9.77	9.78	9.62	9.81	9.95	9.56	1,416,158	138,078.50	股吧
sh601933	永辉超市	　7.86	-0.02	-0.254%	7.85	7.86	7.88	7.89	7.90	7.82	507,817	39,878.58	股吧
sh601939	建设银行	　7.14	-0.16	-2.192%	7.14	7.15	7.30	7.25	7.29	7.06	1,327,346	94,775.79	股吧
sh601985	中国核电	　4.83	-0.01	-0.207%	4.82	4.83	4.84	4.83	4.84	4.76	336,358	16,130.89	股吧
sh601988	中国银行	　3.28	-0.03	-0.906%	3.27	3.28	3.31	3.31	3.32	3.27	1,341,177	44,037.38	股吧
sh601989	中国重工	　4.32	-0.01	-0.231%	4.32	4.33	4.33	4.32	4.35	4.27	654,833	28,171.26	股吧
sh601992	金隅集团	　3.11	0.00	0.000%	3.11	3.12	3.11	3.11	3.12	3.08	192,638	5,975.62	股吧
sh601997	贵阳银行	　8.39	-0.26	-3.006%	8.39	8.40	8.65	8.61	8.63	8.36	598,793	50,632.08	股吧
sh601998	中信银行	　5.27	-0.08	-1.495%	5.27	5.28	5.35	5.36	5.36	5.25	402,504	21,262.99	股吧
sh603019	中科曙光	　36.06	-0.19	-0.524%	36.06	36.07	36.25	36.27	36.38	35.80	144,840	52,171.23	股吧
sh603156	养元饮品	　27.77	+0.07	+0.253%	27.76	27.77	27.70	27.85	28.32	27.50	40,497	11,269.79	股吧
sh603160	汇顶科技	　165.08	-3.40	-2.018%	165.08	165.09	168.48	168.00	168.50	164.61	33,999	56,382.95	股吧
sh603259	药明康德	　110.97	+0.90	+0.818%	110.96	110.97	110.07	110.40	111.30	109.10	125,454	138,864.94	股吧
sh603260	合盛硅业	　38.06	+0.74	+1.983%	38.06	38.07	37.32	37.31	38.33	37.01	72,852	27,555.85	股吧
sh603288	海天味业	　181.95	+10.40	+6.062%	181.94	181.95	171.55	172.88	182.00	172.30	109,257	196,191.37	股吧
sh603369	今世缘	　50.79	+1.18	+2.379%	50.79	50.80	49.61	49.39	51.40	49.30	117,450	59,591.94	股吧
sh603501	韦尔股份	　217.64	+0.55	+0.253%	217.63	217.64	217.09	216.00	219.50	213.80	48,959	106,189.20	股吧
sh603658	安图生物	　151.31	+4.78	+3.262%	151.31	151.51	146.53	146.53	153.99	145.02	27,486	41,350.86	股吧
sh603799	华友钴业	　53.64	+2.96	+5.841%	53.64	53.65	50.68	50.45	54.75	50.18	349,295	183,342.76	股吧
sh603833	欧派家居	　133.55	+3.51	+2.699%	133.51	133.55	130.04	130.30	133.55	129.49	9,947	13,154.17	股吧
sh603899	晨光文具	　80.34	+3.29	+4.270%	80.34	80.35	77.05	77.05	81.99	76.59	41,176	33,111.58	股吧
sh603986	兆易创新	　216.50	+3.52	+1.653%	216.50	216.52	212.98	215.01	217.49	213.01	86,797	187,258.05	股吧
sh603993	洛阳钼业	　4.66	+0.13	+2.870%	4.65	4.66	4.53	4.50	4.67	4.48	1,801,351	82,835.33	股吧
sz000001	平安银行	　19.30	-0.24	-1.228%	19.29	19.30	19.54	19.47	19.47	18.97	891,348	170,763.91	股吧
sz000002	万 科Ａ	　30.00	-0.90	-2.913%	30.00	30.01	30.90	31.12	31.14	29.94	812,748	246,345.06	股吧
sz000063	中兴通讯	　34.81	-0.25	-0.713%	34.80	34.81	35.06	34.84	35.00	34.61	271,520	94,438.91	股吧
sz000066	中国长城	　15.40	+0.03	+0.195%	15.39	15.40	15.37	15.47	15.65	15.32	352,792	54,486.97	股吧
sz000069	华侨城Ａ	　7.09	-0.08	-1.116%	7.09	7.10	7.17	7.17	7.20	7.07	390,360	27,740.67	股吧
sz000100	TCL科技	　7.19	-0.43	-5.643%	7.19	7.20	7.62	7.45	7.51	7.12	8,750,059	637,610.87	股吧
sz000157	中联重科	　10.22	+0.11	+1.088%	10.22	10.23	10.11	10.31	10.38	10.04	2,145,224	218,522.68	股吧
sz000166	申万宏源	　5.43	-0.10	-1.808%	5.43	5.44	5.53	5.51	5.51	5.38	938,129	50,926.59	股吧
sz000333	美的集团	　88.36	-1.24	-1.384%	88.35	88.36	89.60	88.82	89.06	87.17	327,226	287,603.67	股吧
sz000338	潍柴动力	　17.03	+0.11	+0.650%	17.02	17.03	16.92	16.88	17.18	16.72	344,017	58,305.26	股吧
sz000425	徐工机械	　5.74	+0.01	+0.175%	5.74	5.75	5.73	5.73	5.77	5.67	782,989	44,765.15	股吧
sz000538	云南白药	　101.15	+2.59	+2.628%	101.15	101.16	98.56	98.20	101.39	98.20	81,805	82,231.52	股吧
sz000568	泸州老窖	　190.80	+4.42	+2.371%	190.80	190.83	186.38	186.00	192.97	185.58	121,558	231,588.83	股吧
sz000596	古井贡酒	　226.00	+3.35	+1.505%	225.99	226.00	222.65	221.21	229.00	221.21	30,477	69,078.46	股吧
sz000625	长安汽车	　24.80	-0.19	-0.760%	24.80	24.81	24.99	24.68	25.55	24.38	1,724,450	430,277.91	股吧
sz000627	天茂集团	　5.26	-0.13	-2.412%	5.26	5.27	5.39	5.34	5.37	5.25	276,957	14,626.80	股吧
sz000651	格力电器	　69.00	+0.50	+0.730%	68.99	69.00	68.50	68.50	69.08	67.86	335,794	230,072.91	股吧
sz000656	金科股份	　7.86	-0.13	-1.627%	7.85	7.86	7.99	7.95	7.97	7.81	303,484	23,829.58	股吧
sz000661	长春高新	　390.40	+3.41	+0.881%	390.40	390.50	386.99	387.00	391.70	385.02	37,280	144,900.60	股吧
sz000671	阳 光 城	　7.15	-0.03	-0.418%	7.15	7.16	7.18	7.17	7.20	7.06	283,082	20,131.96	股吧
sz000703	恒逸石化	　13.02	+0.29	+2.278%	13.01	13.02	12.73	12.80	13.07	12.70	248,771	32,101.07	股吧
sz000708	中信特钢	　20.84	-0.06	-0.287%	20.84	20.89	20.90	20.92	21.05	20.73	31,675	6,609.17	股吧
sz000709	河钢股份	　2.26	-0.01	-0.441%	2.26	2.27	2.27	2.26	2.27	2.23	429,884	9,679.13	股吧
