代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh601288	农业银行	　3.22	-0.01	-0.310%	3.22	3.23	3.23	3.24	3.24	3.21	2,085,436	67,229.00	股吧
sh601298	青岛港	　5.90	-0.04	-0.673%	5.89	5.90	5.94	5.95	5.97	5.82	137,873	8,095.72	股吧
sh601318	中国平安	　86.10	-1.58	-1.802%	86.09	86.10	87.68	88.50	88.90	85.46	714,942	618,590.81	股吧
sh601319	中国人保	　6.57	-0.13	-1.940%	6.56	6.57	6.70	6.68	6.71	6.51	786,345	51,754.14	股吧
sh601328	交通银行	　4.55	-0.03	-0.655%	4.54	4.55	4.58	4.58	4.58	4.52	2,548,879	115,929.67	股吧
sh601336	新华保险	　59.08	-0.60	-1.005%	59.08	59.10	59.68	59.60	60.18	58.36	112,021	66,305.19	股吧
sh601360	三六零	　17.25	+0.49	+2.924%	17.25	17.26	16.76	16.77	17.45	16.77	639,059	110,042.56	股吧
sh601377	兴业证券	　8.33	-0.03	-0.359%	8.32	8.33	8.36	8.34	8.39	8.23	821,828	68,420.21	股吧
sh601390	中国中铁	　5.40	-0.06	-1.099%	5.40	5.41	5.46	5.46	5.48	5.39	740,054	40,130.37	股吧
sh601398	工商银行	　5.08	+0.02	+0.395%	5.07	5.08	5.06	5.06	5.08	5.02	2,792,733	140,832.28	股吧
sh601555	东吴证券	　9.38	-0.28	-2.899%	9.38	9.39	9.66	9.65	9.67	9.29	392,621	37,094.38	股吧
sh601577	长沙银行	　9.39	-0.16	-1.675%	9.38	9.39	9.55	9.50	9.57	9.28	198,931	18,664.84	股吧
sh601600	中国铝业	　3.70	-0.10	-2.632%	3.69	3.70	3.80	3.88	3.91	3.64	1,909,814	71,847.75	股吧
sh601601	中国太保	　36.77	-0.58	-1.553%	36.77	36.88	37.35	37.96	37.96	36.48	447,505	166,027.57	股吧
sh601607	上海医药	　19.16	-0.32	-1.643%	19.15	19.16	19.48	19.49	19.54	19.12	110,616	21,288.97	股吧
sh601618	中国中冶	　2.61	-0.03	-1.136%	2.61	2.62	2.64	2.65	2.66	2.60	576,335	15,099.90	股吧
sh601628	中国人寿	　39.78	-0.75	-1.850%	39.77	39.78	40.53	40.40	40.75	39.30	240,753	95,960.79	股吧
sh601633	长城汽车	　24.93	+0.53	+2.172%	24.92	24.93	24.40	24.61	25.15	24.41	239,356	59,170.72	股吧
sh601658	邮储银行	　4.92	+0.07	+1.443%	4.91	4.92	4.85	4.83	4.95	4.83	984,229	48,207.11	股吧
sh601668	中国建筑	　5.10	-0.04	-0.778%	5.10	5.11	5.14	5.14	5.15	5.09	2,086,879	106,662.85	股吧
sh601669	中国电建	　3.91	-0.06	-1.511%	3.91	3.92	3.97	3.97	3.99	3.88	580,553	22,756.53	股吧
sh601688	华泰证券	　18.33	-0.26	-1.399%	18.33	18.34	18.59	18.67	18.67	18.16	672,782	123,716.52	股吧
sh601698	中国卫通	　18.08	-0.25	-1.364%	18.08	18.09	18.33	18.30	18.40	17.97	87,445	15,842.20	股吧
sh601727	上海电气	　5.55	-0.25	-4.310%	5.55	5.56	5.80	5.73	5.75	5.50	864,768	48,456.10	股吧
sh601766	中国中车	　5.44	-0.05	-0.911%	5.44	5.45	5.49	5.48	5.49	5.41	430,540	23,427.59	股吧
sh601788	光大证券	　18.15	-0.17	-0.928%	18.15	18.16	18.32	18.21	18.42	18.00	365,963	66,557.69	股吧
sh601800	中国交建	　7.47	-0.11	-1.451%	7.47	7.48	7.58	7.56	7.58	7.43	257,752	19,270.59	股吧
sh601808	中海油服	　13.35	+0.01	+0.075%	13.34	13.35	13.34	13.68	13.85	13.28	148,743	20,185.66	股吧
sh601816	京沪高铁	　5.67	-0.03	-0.526%	5.67	5.68	5.70	5.70	5.72	5.65	288,698	16,384.63	股吧
sh601818	光大银行	　4.03	-0.03	-0.739%	4.02	4.03	4.06	4.06	4.09	3.99	1,176,276	47,383.99	股吧
sh601828	美凯龙	　8.90	-0.05	-0.559%	8.86	8.90	8.95	8.91	8.91	8.53	99,125	8,655.44	股吧
sh601838	成都银行	　10.97	-0.11	-0.993%	10.96	10.97	11.08	11.18	11.22	10.92	301,780	33,334.78	股吧
sh601857	中国石油	　4.22	+0.03	+0.716%	4.21	4.22	4.19	4.22	4.24	4.19	906,357	38,170.59	股吧
sh601877	正泰电器	　31.74	-0.63	-1.946%	31.73	31.74	32.37	32.37	32.55	31.08	113,554	36,005.40	股吧
sh601878	浙商证券	　14.91	-0.26	-1.714%	14.91	14.92	15.17	15.03	15.16	14.71	568,101	84,849.61	股吧
代码	名称	最新价	涨跌额	涨跌幅	买入	卖出	昨收	今开	最高	最低	成交量/手	成交额/万	股吧
sh601881	中国银河	　12.14	-0.16	-1.301%	12.13	12.14	12.30	12.26	12.30	12.02	247,561	30,087.40	股吧
sh601888	中国中免	　206.00	-1.80	-0.866%	205.89	206.00	207.80	210.88	210.88	202.67	95,330	197,073.27	股吧
sh601898	中煤能源	　4.42	+0.03	+0.683%	4.42	4.43	4.39	4.43	4.50	4.29	397,852	17,429.55	股吧
sh601899	紫金矿业	　8.43	-0.12	-1.404%	8.42	8.43	8.55	8.81	8.84	8.29	2,854,863	244,301.26	股吧
sh601901	方正证券	　8.76	-0.06	-0.680%	8.75	8.76	8.82	8.78	8.91	8.62	389,325	34,141.33	股吧
sh601916	浙商银行	　4.03	-0.02	-0.494%	4.03	4.05	4.05	4.04	4.07	4.03	434,986	17,617.71	股吧
sh601919	中远海控	　8.88	-0.49	-5.229%	8.87	8.88	9.37	9.43	9.48	8.69	1,670,365	149,832.22	股吧
sh601933	永辉超市	　7.12	-0.14	-1.928%	7.12	7.13	7.26	7.32	7.32	7.04	1,174,716	83,941.39	股吧
sh601939	建设银行	　6.49	-0.09	-1.368%	6.49	6.50	6.58	6.58	6.60	6.46	1,529,319	99,556.42	股吧
sh601985	中国核电	　4.67	0.00	0.000%	4.67	4.68	4.67	4.67	4.71	4.61	375,599	17,476.42	股吧
sh601988	中国银行	　3.21	-0.01	-0.311%	3.20	3.21	3.22	3.22	3.22	3.20	2,242,752	71,908.01	股吧
sh601989	中国重工	　4.11	-0.09	-2.143%	4.10	4.11	4.20	4.18	4.20	4.06	1,707,414	70,147.57	股吧
sh601992	金隅集团	　3.07	+0.03	+0.987%	3.04	3.07	3.04	3.04	3.07	3.00	427,931	12,987.22	股吧
sh601997	贵阳银行	　8.03	-0.07	-0.864%	8.03	8.05	8.10	8.12	8.13	8.01	445,618	35,932.22	股吧
sh601998	中信银行	　5.15	+0.05	+0.980%	5.14	5.15	5.10	5.11	5.15	5.06	350,180	17,821.13	股吧
sh603019	中科曙光	　31.78	-1.17	-3.551%	31.77	31.78	32.95	32.96	33.10	31.54	366,514	117,635.86	股吧
sh603156	养元饮品	　29.10	+0.48	+1.677%	29.05	29.10	28.62	28.49	29.12	28.28	52,991	15,216.55	股吧
sh603160	汇顶科技	　156.04	-2.65	-1.670%	156.04	156.27	158.69	158.70	159.94	155.85	40,523	63,808.49	股吧
sh603259	药明康德	　109.00	-0.66	-0.602%	109.00	109.09	109.66	109.97	111.88	108.25	127,415	139,895.05	股吧
sh603260	合盛硅业	　37.11	-0.34	-0.908%	37.08	37.11	37.45	37.66	37.86	36.31	71,893	26,629.20	股吧
sh603288	海天味业	　186.20	-4.01	-2.108%	186.20	187.52	190.21	189.90	192.84	186.20	87,422	165,057.72	股吧
sh603369	今世缘	　52.71	+1.06	+2.052%	52.70	52.71	51.65	51.30	52.72	51.05	143,266	74,713.24	股吧
sh603501	韦尔股份	　232.75	+0.34	+0.146%	232.63	232.75	232.41	232.99	238.00	228.61	143,746	337,251.00	股吧
sh603658	安图生物	　148.00	-1.67	-1.116%	148.00	148.18	149.67	149.00	150.50	147.39	16,489	24,519.60	股吧
sh603799	华友钴业	　55.80	-0.44	-0.782%	55.79	55.80	56.24	57.66	58.20	54.69	334,658	188,602.08	股吧
sh603833	欧派家居	　124.53	-0.75	-0.599%	124.40	124.53	125.28	125.28	128.48	123.00	19,087	23,884.85	股吧
sh603899	晨光文具	　82.32	-0.54	-0.652%	82.29	82.32	82.86	82.96	84.07	81.66	24,316	20,095.73	股吧
sh603986	兆易创新	　200.50	-9.40	-4.478%	200.50	201.00	209.90	210.53	210.53	200.10	154,346	313,074.75	股吧
sh603993	洛阳钼业	　4.31	-0.07	-1.598%	4.31	4.32	4.38	4.46	4.51	4.27	1,930,712	84,899.57	股吧
sz000001	平安银行	　18.52	-0.13	-0.697%	18.51	18.52	18.65	18.71	18.80	18.22	887,794	164,239.23	股吧
sz000002	万 科Ａ	　28.46	-0.12	-0.420%	28.45	28.46	28.58	28.70	28.72	28.20	593,672	168,665.04	股吧
sz000063	中兴通讯	　32.17	-0.67	-2.040%	32.17	32.18	32.84	32.84	32.93	32.00	456,463	147,077.81	股吧
sz000066	中国长城	　14.18	-0.45	-3.076%	14.18	14.19	14.63	14.64	14.65	14.00	494,865	70,302.24	股吧
sz000069	华侨城Ａ	　6.72	-0.08	-1.176%	6.71	6.72	6.80	6.82	6.83	6.67	295,228	19,869.89	股吧
sz000100	TCL科技	　6.72	-0.11	-1.611%	6.72	6.73	6.83	6.83	6.88	6.52	3,463,709	231,216.14	股吧
sz000157	中联重科	　9.69	-0.14	-1.424%	9.68	9.69	9.83	9.84	9.97	9.47	1,479,545	143,288.77	股吧
sz000166	申万宏源	　5.09	-0.06	-1.165%	5.09	5.10	5.15	5.16	5.16	5.04	781,319	39,751.04	股吧
sz000333	美的集团	　84.00	-1.10	-1.293%	84.00	84.08	85.10	85.90	85.90	83.41	225,061	190,111.40	股吧
sz000338	潍柴动力	　15.94	-0.16	-0.994%	15.93	15.94	16.10	16.10	16.34	15.72	471,650	75,287.22	股吧
sz000425	徐工机械	　5.55	+0.05	+0.909%	5.55	5.56	5.50	5.50	5.59	5.40	570,744	31,386.76	股吧
sz000538	云南白药	　109.80	+6.27	+6.056%	109.79	109.80	103.53	107.10	110.59	107.10	235,347	257,375.72	股吧
sz000568	泸州老窖	　191.50	+0.80	+0.420%	191.50	191.51	190.70	190.70	194.57	189.00	93,392	178,873.83	股吧
sz000596	古井贡酒	　237.00	+7.39	+3.219%	237.00	237.02	229.61	229.63	239.26	229.63	32,951	77,830.94	股吧
sz000625	长安汽车	　23.05	+0.46	+2.036%	23.04	23.05	22.59	22.77	23.23	22.04	1,561,129	355,057.11	股吧
sz000627	天茂集团	　5.07	-0.01	-0.197%	5.06	5.07	5.08	5.06	5.08	4.92	258,942	12,936.78	股吧
sz000651	格力电器	　63.80	+0.97	+1.544%	63.79	63.80	62.83	63.50	63.99	62.88	398,576	252,821.07	股吧
sz000656	金科股份	　7.44	+0.17	+2.338%	7.43	7.44	7.27	7.30	7.48	7.17	381,722	28,033.32	股吧
sz000661	长春高新	　374.25	-3.75	-0.992%	374.25	374.30	378.00	378.05	381.00	372.25	37,208	139,879.84	股吧
sz000671	阳 光 城	　6.85	-0.05	-0.725%	6.83	6.85	6.90	6.93	6.93	6.76	184,309	12,578.61	股吧
sz000703	恒逸石化	　12.53	+0.11	+0.886%	12.53	12.54	12.42	12.55	12.77	12.38	243,373	30,598.70	股吧
sz000708	中信特钢	　21.19	+0.96	+4.745%	21.19	21.20	20.23	20.52	21.58	20.48	139,662	29,591.85	股吧
